KVALUES
Results of phase equilibrium constant Ki at temperature = 620

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	
     335     9.85805    1.064457  0.07287859  0.002715636  7.001172e-005  1.704927e-006  
     336    9.830413    1.061978  0.07275571  0.002713386  7.00257e-005  1.706998e-006  
     337    9.802941    1.059514  0.07263367  0.00271116  7.004027e-005  1.709084e-006  
     338    9.775631    1.057065  0.07251246  0.00270896  7.005543e-005  1.711187e-006  
     339    9.748483    1.054631  0.07239207  0.002706785  7.007117e-005  1.713306e-006  
     340    9.721495    1.052212  0.07227251  0.002704634  7.008748e-005  1.715442e-006  
     341    9.694665    1.049807  0.07215375  0.002702507  7.010437e-005  1.717594e-006  
     342    9.667992    1.047416   0.0720358  0.002700405  7.012184e-005  1.719763e-006  
     343    9.641475     1.04504  0.07191865  0.002698326  7.013987e-005  1.721948e-006  
     344    9.615113    1.042679  0.07180229  0.002696272  7.015847e-005  1.724149e-006  
     345    9.588903    1.040331  0.07168671  0.002694241  7.017763e-005  1.726366e-006  
     346    9.562846    1.037997  0.07157191  0.002692233  7.019735e-005  1.728599e-006  
     347    9.536938    1.035677  0.07145789  0.002690249  7.021763e-005  1.730849e-006  
     348     9.51118    1.033371  0.07134462  0.002688288  7.023846e-005  1.733115e-006  
     349     9.48557    1.031078  0.07123212  0.002686349  7.025985e-005  1.735397e-006  
     350    9.460106    1.028799  0.07112036  0.002684434  7.028178e-005  1.737695e-006  
     351    9.434787    1.026533  0.07100935  0.002682541  7.030426e-005  1.740009e-006  
     352    9.409613    1.024281  0.07089908  0.00268067  7.032728e-005  1.742339e-006  
     353    9.384581    1.022041  0.07078955  0.002678822  7.035085e-005  1.744685e-006  
     354    9.359691    1.019815  0.07068074  0.002676995  7.037495e-005  1.747047e-006  
     355    9.334941    1.017601  0.07057265  0.002675191  7.039959e-005  1.749425e-006  
     356    9.310331    1.015401  0.07046527  0.002673408  7.042476e-005  1.751819e-006  
     357    9.285859    1.013213  0.07035861  0.002671647  7.045046e-005  1.754229e-006  
     358    9.261523    1.011037  0.07025265  0.002669907  7.047669e-005  1.756655e-006  
     359    9.237324    1.008874  0.07014738  0.002668189  7.050344e-005  1.759097e-006  
     360    9.213259    1.006724  0.07004281  0.002666491  7.053072e-005  1.761555e-006  
     361    9.189327    1.004585  0.06993892  0.002664815  7.055852e-005  1.764029e-006  
     362    9.165528    1.002459  0.06983571  0.002663159  7.058683e-005  1.766518e-006  
     363     9.14186    1.000345  0.06973318  0.002661524  7.061567e-005  1.769024e-006  
     364    9.118323   0.9982434  0.06963132  0.00265991  7.064501e-005  1.771545e-006  
     365    9.094915   0.9961532  0.06953012  0.002658316  7.067487e-005  1.774082e-006  
     366    9.071634   0.9940749  0.06942959  0.002656742  7.070524e-005  1.776635e-006  
     367    9.048481   0.9920082   0.0693297  0.002655188  7.073611e-005  1.779203e-006  
     368    9.025454   0.9899531  0.06923046  0.002653654  7.076749e-005  1.781788e-006  
     369    9.002552   0.9879096  0.06913187  0.00265214  7.079937e-005  1.784388e-006  
     370    8.979774   0.9858774  0.06903392  0.002650645  7.083175e-005  1.787004e-006  
     371    8.957119   0.9838565  0.06893659  0.00264917  7.086463e-005  1.789635e-006  
     372    8.934585   0.9818469   0.0688399  0.002647715  7.0898e-005  1.792283e-006  
     373    8.912173   0.9798484  0.06874383  0.002646278  7.093187e-005  1.794946e-006  
     374    8.889881   0.9778609  0.06864838  0.002644861  7.096624e-005  1.797624e-006  
     375    8.867708   0.9758844  0.06855354  0.002643463  7.100109e-005  1.800319e-006  
     376    8.845653   0.9739188  0.06845931  0.002642083  7.103643e-005  1.803029e-006  
     377    8.823715   0.9719639  0.06836568  0.002640723  7.107226e-005  1.805755e-006  
     378    8.801894   0.9700198  0.06827265  0.002639381  7.110857e-005  1.808496e-006  
     379    8.780188   0.9680862  0.06818022  0.002638057  7.114536e-005  1.811253e-006  
     380    8.758596   0.9661632  0.06808838  0.002636752  7.118264e-005  1.814026e-006  
     381    8.737118   0.9642506  0.06799712  0.002635465  7.122039e-005  1.816814e-006  
     382    8.715752   0.9623484  0.06790645  0.002634196  7.125862e-005  1.819618e-006  
     383    8.694498   0.9604565  0.06781635  0.002632945  7.129733e-005  1.822438e-006  
     384    8.673355   0.9585748  0.06772682  0.002631712  7.133651e-005  1.825273e-006  
     385    8.652322   0.9567032  0.06763787  0.002630496  7.137616e-005  1.828124e-006  
     386    8.631398   0.9548416  0.06754947  0.002629298  7.141628e-005  1.830991e-006  
     387    8.610583     0.95299  0.06746164  0.002628118  7.145687e-005  1.833873e-006  
     388    8.589875   0.9511483  0.06737436  0.002626955  7.149792e-005  1.836771e-006  
     389    8.569273   0.9493164  0.06728763  0.00262581  7.153945e-005  1.839684e-006  
     390    8.548777   0.9474943  0.06720145  0.002624682  7.158143e-005  1.842613e-006  
     391    8.528387   0.9456818  0.06711581  0.00262357  7.162388e-005  1.845558e-006  
     392      8.5081   0.9438789  0.06703071  0.002622476  7.166678e-005  1.848518e-006  
     393    8.487917   0.9420855  0.06694614  0.002621399  7.171015e-005  1.851494e-006  
     394    8.467837   0.9403016  0.06686211  0.002620338  7.175397e-005  1.854485e-006  
     395    8.447858    0.938527   0.0667786  0.002619294  7.179825e-005  1.857492e-006  
     396    8.427981   0.9367618  0.06669561  0.002618266  7.184298e-005  1.860515e-006  
     397    8.408204   0.9350057  0.06661315  0.002617255  7.188816e-005  1.863553e-006  
     398    8.388526   0.9332589   0.0665312  0.002616261  7.19338e-005  1.866607e-006  
     399    8.368947   0.9315211  0.06644976  0.002615282  7.197988e-005  1.869676e-006  
     400    8.349466   0.9297924  0.06636883  0.00261432  7.202642e-005  1.872761e-006  
     401    8.330083   0.9280726   0.0662884  0.002613373  7.20734e-005  1.875862e-006  
     402    8.310796   0.9263617  0.06620848  0.002612443  7.212082e-005  1.878978e-006  
     403    8.291605   0.9246596  0.06612905  0.002611528  7.216869e-005  1.88211e-006  
     404    8.272509   0.9229663  0.06605011  0.002610629  7.221701e-005  1.885258e-006  
     405    8.253508   0.9212817  0.06597167  0.002609746  7.226576e-005  1.888421e-006  
     406      8.2346   0.9196057  0.06589371  0.002608879  7.231495e-005  1.8916e-006  
     407    8.215786   0.9179383  0.06581623  0.002608027  7.236459e-005  1.894795e-006  
     408    8.197063   0.9162794  0.06573924  0.00260719  7.241466e-005  1.898005e-006  
     409    8.178433   0.9146289  0.06566272  0.002606368  7.246516e-005  1.901231e-006  
     410    8.159893   0.9129869  0.06558667  0.002605562  7.251611e-005  1.904472e-006  
     411    8.141444   0.9113531  0.06551109  0.002604771  7.256748e-005  1.907729e-006  
     412    8.123085   0.9097276  0.06543598  0.002603994  7.261929e-005  1.911002e-006  
     413    8.104815   0.9081103  0.06536133  0.002603233  7.267153e-005  1.914291e-006  
     414    8.086633   0.9065012  0.06528713  0.002602487  7.27242e-005  1.917595e-006  
     415    8.068539   0.9049001   0.0652134  0.002601755  7.27773e-005  1.920915e-006  
     416    8.050532    0.903307  0.06514012  0.002601038  7.283083e-005  1.92425e-006  
     417    8.032611    0.901722  0.06506729  0.002600335  7.288478e-005  1.927602e-006  
     418    8.014777   0.9001448   0.0649949  0.002599647  7.293916e-005  1.930969e-006  
     419    7.997027   0.8985755  0.06492296  0.002598974  7.299397e-005  1.934352e-006  
     420    7.979363   0.8970139  0.06485146  0.002598315  7.30492e-005  1.93775e-006  
     421    7.961782   0.8954602   0.0647804  0.00259767  7.310485e-005  1.941164e-006  
     422    7.944285   0.8939141  0.06470977  0.002597039  7.316092e-005  1.944594e-006  
     423    7.926871   0.8923756  0.06463958  0.002596422  7.321742e-005  1.94804e-006  
     424    7.909539   0.8908447  0.06456981  0.002595819  7.327433e-005  1.951502e-006  
     425    7.892288   0.8893214  0.06450047  0.002595231  7.333166e-005  1.954979e-006  
     426    7.875119   0.8878055  0.06443155  0.002594656  7.338941e-005  1.958473e-006  
     427    7.858031    0.886297  0.06436305  0.002594095  7.344758e-005  1.961982e-006  
     428    7.841022   0.8847959  0.06429497  0.002593547  7.350616e-005  1.965507e-006  
     429    7.824093   0.8833022   0.0642273  0.002593014  7.356515e-005  1.969047e-006  
     430    7.807243   0.8818157  0.06416005  0.002592493  7.362456e-005  1.972604e-006  
     431    7.790471   0.8803364   0.0640932  0.002591987  7.368439e-005  1.976177e-006  
     432    7.773776   0.8788642  0.06402676  0.002591493  7.374462e-005  1.979765e-006  
     433     7.75716   0.8773992  0.06396073  0.002591013  7.380527e-005  1.983369e-006  
     434    7.740619   0.8759413  0.06389509  0.002590547  7.386632e-005  1.98699e-006  
     435    7.724155   0.8744904  0.06382985  0.002590093  7.392779e-005  1.990626e-006  
     436    7.707767   0.8730464  0.06376501  0.002589653  7.398966e-005  1.994278e-006  
     437    7.691454   0.8716094  0.06370056  0.002589225  7.405194e-005  1.997946e-006  
     438    7.675215   0.8701792   0.0636365  0.002588811  7.411463e-005  2.00163e-006  
     439    7.659051   0.8687559  0.06357283  0.00258841  7.417772e-005  2.00533e-006  
     440     7.64296   0.8673394  0.06350955  0.002588021  7.424122e-005  2.009046e-006  
     441    7.626942   0.8659295  0.06344664  0.002587646  7.430513e-005  2.012778e-006  
     442    7.610997   0.8645264  0.06338412  0.002587283  7.436943e-005  2.016527e-006  
     443    7.595124     0.86313  0.06332197  0.002586932  7.443414e-005  2.020291e-006  
     444    7.579322   0.8617401   0.0632602  0.002586594  7.449926e-005  2.024071e-006  
     445    7.563592   0.8603568   0.0631988  0.002586269  7.456477e-005  2.027868e-006  
     446    7.547932     0.85898  0.06313778  0.002585957  7.463068e-005  2.03168e-006  
     447    7.532343   0.8576096  0.06307712  0.002585656  7.4697e-005  2.035509e-006  
     448    7.516823   0.8562457  0.06301682  0.002585368  7.476371e-005  2.039354e-006  
     449    7.501373   0.8548882  0.06295689  0.002585093  7.483082e-005  2.043215e-006  
     450    7.485991    0.853537  0.06289733  0.002584829  7.489834e-005  2.047092e-006  
     451    7.470678   0.8521922  0.06283811  0.002584578  7.496624e-005  2.050986e-006  
     452    7.455433   0.8508535  0.06277926  0.002584339  7.503455e-005  2.054896e-006  
     453    7.440255   0.8495211  0.06272076  0.002584111  7.510325e-005  2.058822e-006  
     454    7.425144   0.8481949  0.06266261  0.002583896  7.517234e-005  2.062764e-006  
     455    7.410099   0.8468748  0.06260482  0.002583693  7.524183e-005  2.066723e-006  
     456    7.395121   0.8455608  0.06254736  0.002583502  7.531172e-005  2.070698e-006  
     457    7.380208   0.8442528  0.06249026  0.002583322  7.5382e-005  2.074689e-006  
     458    7.365361   0.8429509   0.0624335  0.002583154  7.545267e-005  2.078697e-006  
     459    7.350578   0.8416549  0.06237708  0.002582998  7.552373e-005  2.082721e-006  
     460     7.33586   0.8403649    0.062321  0.002582854  7.559519e-005  2.086761e-006  
     461    7.321206   0.8390808  0.06226525  0.002582721  7.566703e-005  2.090818e-006  
     462    7.306615   0.8378025  0.06220984   0.0025826  7.573927e-005  2.094891e-006  
     463    7.292087   0.8365301  0.06215476  0.00258249  7.58119e-005  2.098981e-006  
     464    7.277623   0.8352634  0.06210002  0.002582391  7.588491e-005  2.103088e-006  
     465     7.26322   0.8340025   0.0620456  0.002582304  7.595832e-005  2.107211e-006  
     466     7.24888   0.8327473   0.0619915  0.002582229  7.603211e-005  2.11135e-006  
     467    7.234601   0.8314978  0.06193774  0.002582164  7.61063e-005  2.115506e-006  
     468    7.220383   0.8302539  0.06188429  0.002582111  7.618087e-005  2.119679e-006  
     469    7.206226   0.8290156  0.06183117  0.002582069  7.625583e-005  2.123868e-006  
     470    7.192129   0.8277829  0.06177836  0.002582038  7.633117e-005  2.128074e-006  
     471    7.178092   0.8265557  0.06172588  0.002582018  7.64069e-005  2.132297e-006  
     472    7.164115    0.825334   0.0616737  0.002582009  7.648302e-005  2.136536e-006  
     473    7.150197   0.8241177  0.06162184  0.002582011  7.655952e-005  2.140792e-006  
     474    7.136338   0.8229069  0.06157029  0.002582024  7.66364e-005  2.145065e-006  
     475    7.122537   0.8217015  0.06151905  0.002582048  7.671367e-005  2.149355e-006  
     476    7.108795   0.8205015  0.06146812  0.002582083  7.679133e-005  2.153661e-006  
     477     7.09511   0.8193067  0.06141749  0.002582128  7.686937e-005  2.157984e-006  
     478    7.081482   0.8181173  0.06136717  0.002582185  7.694779e-005  2.162324e-006  
     479    7.067912   0.8169331  0.06131715  0.002582251  7.702659e-005  2.166681e-006  
     480    7.054398   0.8157542  0.06126742  0.002582329  7.710578e-005  2.171055e-006  
     481    7.040941   0.8145804    0.061218  0.002582417  7.718535e-005  2.175446e-006  
     482    7.027539   0.8134118  0.06116887  0.002582516  7.72653e-005  2.179854e-006  
     483    7.014193   0.8122483  0.06112004  0.002582625  7.734563e-005  2.184279e-006  
     484    7.000902     0.81109   0.0610715  0.002582745  7.742634e-005  2.188721e-006  
     485    6.987667   0.8099367  0.06102326  0.002582875  7.750744e-005  2.19318e-006  
     486    6.974486   0.8087884   0.0609753  0.002583015  7.758891e-005  2.197656e-006  
     487    6.961359   0.8076451  0.06092763  0.002583166  7.767077e-005  2.202149e-006  
     488    6.948286   0.8065068  0.06088025  0.002583327  7.7753e-005  2.20666e-006  
     489    6.935266   0.8053735  0.06083315  0.002583498  7.783561e-005  2.211187e-006  
     490      6.9223   0.8042451  0.06078633  0.00258368  7.791861e-005  2.215732e-006  
     491    6.909387   0.8031215   0.0607398  0.002583871  7.800198e-005  2.220294e-006  
     492    6.896526   0.8020028  0.06069354  0.002584073  7.808573e-005  2.224873e-006  
     493    6.883717   0.8008889  0.06064757  0.002584285  7.816985e-005  2.22947e-006  
     494    6.870961   0.7997799  0.06060187  0.002584507  7.825436e-005  2.234084e-006  
     495    6.858256   0.7986756  0.06055645  0.002584739  7.833924e-005  2.238715e-006  
     496    6.845603    0.797576  0.06051129  0.002584981  7.84245e-005  2.243364e-006  
     497       6.833   0.7964811  0.06046642  0.002585232  7.851014e-005  2.24803e-006  
     498    6.820449   0.7953909  0.06042181  0.002585494  7.859616e-005  2.252714e-006  
     499    6.807947   0.7943054  0.06037747  0.002585765  7.868255e-005  2.257415e-006  
     500    6.795496   0.7932245  0.06033339  0.002586046  7.876932e-005  2.262133e-006  
     501    6.783095   0.7921482  0.06028959  0.002586337  7.885646e-005  2.26687e-006  
     502    6.770743   0.7910765  0.06024605  0.002586638  7.894398e-005  2.271624e-006  
     503     6.75844   0.7900093  0.06020277  0.002586949  7.903188e-005  2.276395e-006  
     504    6.746186   0.7889466  0.06015975  0.002587269  7.912015e-005  2.281184e-006  
     505    6.733981   0.7878884  0.06011699  0.002587598  7.92088e-005  2.285991e-006  
     506    6.721824   0.7868347  0.06007449  0.002587938  7.929782e-005  2.290815e-006  
     507    6.709716   0.7857854  0.06003225  0.002588286  7.938722e-005  2.295658e-006  
