Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
42.4124   	400       	122       	0         	5.1988    	
42.5953   	400       	122       	0         	5.34459   	
42.7126   	400       	122       	0         	5.38056   	
42.8177   	400       	122       	0         	5.35834   	
42.9362   	400       	122       	0         	5.31013   	
43.0807   	400       	122       	0         	5.24433   	
43.2641   	400       	122       	0         	5.40576   	
43.3765   	400       	122       	0         	5.4349    	
43.4805   	400       	122       	0         	5.40949   	
43.5987   	400       	122       	0         	5.35871   	
43.7435   	400       	122       	0         	5.29035   	
43.9275   	400       	122       	0         	5.46935   	
44.035    	400       	122       	0         	5.49055   	
44.1379   	400       	122       	0         	5.46135   	
44.2562   	400       	122       	0         	5.40763   	
44.4015   	400       	122       	0         	5.33639   	
44.5867   	400       	122       	0         	5.53648   	
44.6891   	400       	122       	0         	5.5476    	
44.7911   	400       	122       	0         	5.51359   	
44.9098   	400       	122       	0         	5.45628   	
45.0564   	400       	122       	0         	5.39828   	
45.2466   	400       	122       	0         	5.59768   	
45.3488   	400       	122       	0         	5.59848   	
45.4529   	400       	122       	0         	5.55825   	
45.5752   	400       	122       	0         	5.49588   	
45.7271   	400       	122       	0         	5.50458   	
45.8311   	400       	122       	0         	5.66238   	
45.9137   	400       	122       	0         	5.68451   	
46.0018   	400       	122       	0         	5.65846   	
46.1054   	400       	122       	0         	5.60624   	
46.2331   	400       	122       	0         	5.53474   	
46.3949   	400       	122       	0         	5.60962   	
46.5463   	400       	122       	0         	5.71457   	
46.6494   	400       	122       	0         	5.69699   	
46.7589   	400       	122       	0         	5.64467   	
46.8898   	400       	122       	0         	5.57152   	
47.0545   	400       	122       	0         	5.72066   	
47.1724   	400       	122       	0         	5.78253   	
47.2703   	400       	122       	0         	5.75897   	
47.3783   	400       	122       	0         	5.70331   	
47.509    	400       	122       	0         	5.62694   	
47.674    	400       	122       	0         	5.78826   	
47.7885   	400       	122       	0         	5.84607   	
47.8853   	400       	122       	0         	5.82007   	
47.9927   	400       	122       	0         	5.76195   	
48.1227   	400       	122       	0         	5.68289   	
48.2871   	400       	122       	0         	5.85918   	
48.3977   	400       	122       	0         	5.91181   	
48.4932   	400       	122       	0         	5.88315   	
48.5997   	400       	122       	0         	5.82247   	
48.729    	400       	122       	0         	5.74061   	
48.8927   	400       	122       	0         	5.93089   	
48.9999   	400       	122       	0         	5.97917   	
49.0942   	400       	122       	0         	5.94792   	
49.1998   	400       	122       	0         	5.88463   	
49.3283   	400       	122       	0         	5.7999    	
49.491    	400       	122       	0         	6.00408   	
49.5952   	400       	122       	0         	6.04833   	
49.6883   	400       	122       	0         	6.01444   	
49.7931   	400       	122       	0         	5.94846   	
49.9206   	400       	122       	0         	5.86076   	
50        	400       	122       	0         	6.02878   	
50.0847   	400       	122       	0         	6.15262   	
50.1592   	400       	122       	0         	6.15653   	
50.2407   	400       	122       	0         	6.11484   	
50.3376   	400       	122       	0         	6.04597   	
50.4575   	400       	122       	0         	5.95594   	
50.6099   	400       	122       	0         	6.06026   	
50.7466   	400       	122       	0         	6.18276   	
50.8413   	400       	122       	0         	6.15707   	
50.942    	400       	122       	0         	6.09155   	
51.0624   	400       	122       	0         	6.00212   	
51.2139   	400       	122       	0         	6.18912   	
51.3229   	400       	122       	0         	6.26508   	
51.4128   	400       	122       	0         	6.23339   	
51.5118   	400       	122       	0         	6.16424   	
51.6312   	400       	122       	0         	6.07111   	
51.7818   	400       	122       	0         	6.2643    	
51.8898   	400       	122       	0         	6.34198   	
51.9788   	400       	122       	0         	6.30841   	
52.0768   	400       	122       	0         	6.23661   	
52.1949   	400       	122       	0         	6.14032   	
52.3441   	400       	122       	0         	6.34494   	
52.4498   	400       	122       	0         	6.42192   	
52.5376   	400       	122       	0         	6.38617   	
52.6343   	400       	122       	0         	6.31153   	
52.7512   	400       	122       	0         	6.21193   	
52.8986   	400       	122       	0         	6.42655   	
53.0025   	400       	122       	0         	6.50426   	
53.0892   	400       	122       	0         	6.46643   	
53.1847   	400       	122       	0         	6.38892   	
53.3      	400       	122       	0         	6.2859    	
53.4456   	400       	122       	0         	6.50955   	
53.548    	400       	122       	0         	6.58918   	
53.6335   	400       	122       	0         	6.54939   	
53.7277   	400       	122       	0         	6.46895   	
53.8415   	400       	122       	0         	6.36239   	
53.985    	400       	122       	0         	6.59401   	
54.0863   	400       	122       	0         	6.67685   	
54.1706   	400       	122       	0         	6.63519   	
54.2634   	400       	122       	0         	6.55174   	
54.3755   	400       	122       	0         	6.44153   	
54.5169   	400       	122       	0         	6.68004   	
54.6173   	400       	122       	0         	6.76746   	
54.7004   	400       	122       	0         	6.724     	
54.7918   	400       	122       	0         	6.63746   	
54.9021   	400       	122       	0         	6.52344   	
55.0413   	400       	122       	0         	6.76781   	
55.141    	400       	122       	0         	6.86122   	
55.2229   	400       	122       	0         	6.81599   	
55.3129   	400       	122       	0         	6.72623   	
55.4214   	400       	122       	0         	6.60823   	
55.5582   	400       	122       	0         	6.85756   	
55.6574   	400       	122       	0         	6.95833   	
55.7383   	400       	122       	0         	6.91134   	
55.8268   	400       	122       	0         	6.81818   	
55.9334   	400       	122       	0         	6.69598   	
56.0677   	400       	122       	0         	6.94962   	
56.1666   	400       	122       	0         	7.05904   	
56.2463   	400       	122       	0         	7.0102    	
56.3334   	400       	122       	0         	6.91344   	
56.4381   	400       	122       	0         	6.78677   	
56.57     	400       	122       	0         	7.04441   	
56.6686   	400       	122       	0         	7.16361   	
56.7472   	400       	122       	0         	7.11279   	
56.8328   	400       	122       	0         	7.01214   	
56.9356   	400       	122       	0         	6.88069   	
57.065    	400       	122       	0         	7.14241   	
57.1634   	400       	122       	0         	7.27234   	
57.2409   	400       	122       	0         	7.2193    	
57.3249   	400       	122       	0         	7.11444   	
57.4259   	400       	122       	0         	6.97782   	
57.5528   	400       	122       	0         	7.24412   	
57.6509   	400       	122       	0         	7.38554   	
57.7272   	400       	122       	0         	7.32999   	
57.8099   	400       	122       	0         	7.22053   	
57.9089   	400       	122       	0         	7.07832   	
58.0334   	400       	122       	0         	7.35      	
58.1311   	400       	122       	0         	7.50358   	
58.2063   	400       	122       	0         	7.44517   	
58.2874   	400       	122       	0         	7.33065   	
58.3846   	400       	122       	0         	7.18236   	
58.5068   	400       	122       	0         	7.46046   	
58.6039   	400       	122       	0         	7.62684   	
58.6779   	400       	122       	0         	7.56518   	
58.7576   	400       	122       	0         	7.44509   	
58.853    	400       	122       	0         	7.29017   	
58.9727   	400       	122       	0         	7.57588   	
59.0693   	400       	122       	0         	7.75578   	
59.1421   	400       	122       	0         	7.69041   	
59.2203   	400       	122       	0         	7.56419   	
59.3138   	400       	122       	0         	7.40203   	
59.4312   	400       	122       	0         	7.69659   	
