Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
48.2871   	600       	122       	-2.93622  	0         	
48.3977   	600       	122       	-2.94022  	0         	
48.4932   	600       	122       	-2.94096  	0         	
48.5997   	600       	122       	-2.94137  	0         	
48.729    	600       	122       	-2.94802  	0         	
48.8927   	600       	122       	-2.95822  	0         	
48.9999   	600       	122       	-2.96233  	0         	
49.0942   	600       	122       	-2.96347  	0         	
49.1998   	600       	122       	-2.96422  	0         	
49.3283   	600       	122       	-2.97066  	0         	
49.491    	600       	122       	-2.9806   	0         	
49.5952   	600       	122       	-2.98481  	0         	
49.6883   	600       	122       	-2.98633  	0         	
49.7931   	600       	122       	-2.98741  	0         	
49.9206   	600       	122       	-2.99367  	0         	
50        	600       	122       	-2.99942  	0         	
50.0847   	600       	122       	-3.00531  	0         	
50.1592   	600       	122       	-3.00858  	0         	
50.2407   	600       	122       	-3.00922  	0         	
50.3376   	600       	122       	-3.00793  	0         	
50.4575   	600       	122       	-3.00936  	0         	
50.6099   	600       	122       	-3.01747  	0         	
50.7466   	600       	122       	-3.02458  	0         	
50.8413   	600       	122       	-3.0282   	0         	
50.942    	600       	122       	-3.03122  	0         	
51.0624   	600       	122       	-3.03742  	0         	
51.2139   	600       	122       	-3.04747  	0         	
51.3229   	600       	122       	-3.05341  	0         	
51.4128   	600       	122       	-3.05662  	0         	
51.5118   	600       	122       	-3.05898  	0         	
51.6312   	600       	122       	-3.06399  	0         	
51.7818   	600       	122       	-3.07283  	0         	
51.8898   	600       	122       	-3.07834  	0         	
51.9788   	600       	122       	-3.08152  	0         	
52.0768   	600       	122       	-3.08398  	0         	
52.1949   	600       	122       	-3.08885  	0         	
52.3441   	600       	122       	-3.09739  	0         	
52.4498   	600       	122       	-3.10285  	0         	
52.5376   	600       	122       	-3.1062   	0         	
52.6343   	600       	122       	-3.10892  	0         	
52.7512   	600       	122       	-3.11376  	0         	
52.8986   	600       	122       	-3.1221   	0         	
53.0025   	600       	122       	-3.12757  	0         	
53.0892   	600       	122       	-3.13112  	0         	
53.1847   	600       	122       	-3.13411  	0         	
53.3      	600       	122       	-3.13897  	0         	
53.4456   	600       	122       	-3.14717  	0         	
53.548    	600       	122       	-3.15268  	0         	
53.6335   	600       	122       	-3.15642  	0         	
53.7277   	600       	122       	-3.15968  	0         	
53.8415   	600       	122       	-3.16458  	0         	
53.985    	600       	122       	-3.17266  	0         	
54.0863   	600       	122       	-3.17823  	0         	
54.1706   	600       	122       	-3.18215  	0         	
54.2634   	600       	122       	-3.18567  	0         	
54.3755   	600       	122       	-3.19063  	0         	
54.5169   	600       	122       	-3.19861  	0         	
54.6173   	600       	122       	-3.20425  	0         	
54.7004   	600       	122       	-3.20834  	0         	
54.7918   	600       	122       	-3.21209  	0         	
54.9021   	600       	122       	-3.21713  	0         	
55.0413   	600       	122       	-3.22504  	0         	
55.141    	600       	122       	-3.23076  	0         	
55.2229   	600       	122       	-3.23499  	0         	
55.3129   	600       	122       	-3.23897  	0         	
55.4214   	600       	122       	-3.24411  	0         	
55.5582   	600       	122       	-3.25195  	0         	
55.6574   	600       	122       	-3.25776  	0         	
55.7383   	600       	122       	-3.26212  	0         	
55.8268   	600       	122       	-3.26632  	0         	
55.9334   	600       	122       	-3.27156  	0         	
56.0677   	600       	122       	-3.27936  	0         	
56.1666   	600       	122       	-3.28527  	0         	
56.2463   	600       	122       	-3.28976  	0         	
56.3334   	600       	122       	-3.29415  	0         	
56.4381   	600       	122       	-3.29951  	0         	
56.57     	600       	122       	-3.30728  	0         	
56.6686   	600       	122       	-3.31331  	0         	
56.7472   	600       	122       	-3.31791  	0         	
56.8328   	600       	122       	-3.32248  	0         	
56.9356   	600       	122       	-3.32796  	0         	
57.065    	600       	122       	-3.33574  	0         	
57.1634   	600       	122       	-3.34189  	0         	
57.2409   	600       	122       	-3.34659  	0         	
57.3249   	600       	122       	-3.35132  	0         	
57.4259   	600       	122       	-3.35695  	0         	
57.5528   	600       	122       	-3.36475  	0         	
57.6509   	600       	122       	-3.37103  	0         	
57.7272   	600       	122       	-3.37583  	0         	
57.8099   	600       	122       	-3.38071  	0         	
57.9089   	600       	122       	-3.38647  	0         	
58.0334   	600       	122       	-3.39433  	0         	
58.1311   	600       	122       	-3.40074  	0         	
58.2063   	600       	122       	-3.40562  	0         	
58.2874   	600       	122       	-3.41065  	0         	
58.3846   	600       	122       	-3.41656  	0         	
