KVALUES
Results of phase equilibrium constant Ki at temperature = 530

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	K[7]	K[8]	K[9]	
    2129   0.9905401    2.115585    1.582688   0.7671332   0.5163984   0.2605883   0.1952945  0.04265612  0.002980969  
    2130   0.9904883     2.11393    1.581964   0.7673169   0.5167457   0.2609284   0.1956046  0.04279566  0.002999475  
    2131   0.9904368    2.112277     1.58124   0.7675008   0.5170933    0.261269   0.1959152  0.04293564  0.003018093  
    2132   0.9903854    2.110626    1.580516   0.7676849   0.5174412   0.2616101   0.1962263  0.04307607  0.003036825  
    2133   0.9903343    2.108976    1.579793   0.7678691   0.5177894   0.2619517   0.1965379  0.04321696  0.003055671  
    2134   0.9902834    2.107327    1.579071   0.7680535   0.5181378   0.2622937   0.1968501   0.0433583  0.003074632  
    2135   0.9902327    2.105681    1.578349   0.7682381   0.5184866   0.2626363   0.1971627  0.04350009  0.003093709  
    2136   0.9901822    2.104036    1.577627   0.7684228   0.5188357   0.2629794   0.1974759  0.04364235  0.003112901  
    2137   0.9901319    2.102392    1.576906   0.7686077    0.519185   0.2633229   0.1977897  0.04378506  0.003132211  
    2138   0.9900818    2.100751    1.576186   0.7687928   0.5195347   0.2636669   0.1981039  0.04392823  0.003151639  
    2139   0.9900319     2.09911    1.575466   0.7689781   0.5198846   0.2640115   0.1984187  0.04407186  0.003171184  
    2140   0.9899823    2.097472    1.574747   0.7691635   0.5202349   0.2643565    0.198734  0.04421595  0.003190849  
    2141   0.9899328    2.095835    1.574028   0.7693491   0.5205854    0.264702   0.1990498   0.0443605  0.003210634  
    2142   0.9898836    2.094199     1.57331   0.7695348   0.5209362    0.265048   0.1993662  0.04450552  0.003230538  
    2143   0.9898346    2.092565    1.572592   0.7697208   0.5212874   0.2653945   0.1996831  0.04465101  0.003250565  
    2144   0.9897857    2.090933    1.571875   0.7699069   0.5216388   0.2657415   0.2000005  0.04479697  0.003270712  
    2145   0.9897371    2.089302    1.571159   0.7700931   0.5219905   0.2660891   0.2003185  0.04494339  0.003290983  
    2146   0.9896891    2.087674    1.570443   0.7702801    0.522343   0.2664373   0.2006372  0.04509041  0.003311395  
    2147   0.9896409    2.086046    1.569728   0.7704667   0.5226953   0.2667858   0.2009563  0.04523778  0.003331913  
    2148   0.9895929     2.08442    1.569013   0.7706535   0.5230479   0.2671348   0.2012759  0.04538563  0.003352556  
    2149   0.9895451    2.082796    1.568298   0.7708404   0.5234008   0.2674843    0.201596  0.04553395  0.003373325  
    2150   0.9894976    2.081173    1.567584   0.7710276    0.523754   0.2678343   0.2019166  0.04568274  0.00339422  
    2151   0.9894502    2.079552    1.566871   0.7712148   0.5241075   0.2681848   0.2022378  0.04583202  0.003415242  
    2152    0.989403    2.077932    1.566158   0.7714023   0.5244612   0.2685358   0.2025595  0.04598177  0.003436392  
    2153   0.9893561    2.076314    1.565445   0.7715899   0.5248153   0.2688874   0.2028818    0.046132  0.00345767  
    2154   0.9893093    2.074697    1.564733   0.7717777   0.5251697   0.2692394   0.2032046  0.04628272  0.003479078  
    2155   0.9892628    2.073082    1.564022   0.7719657   0.5255243   0.2695919   0.2035279  0.04643392  0.003500616  
    2156   0.9892164    2.071469    1.563311   0.7721538   0.5258793   0.2699449   0.2038518  0.04658561  0.003522284  
    2157   0.9891703    2.069857    1.562601   0.7723421   0.5262345   0.2702984   0.2041763  0.04673778  0.003544084  
    2158   0.9891243    2.068247    1.561891   0.7725305   0.5265901   0.2706524   0.2045012  0.04689044  0.003566017  
    2159   0.9890786    2.066638    1.561182   0.7727191   0.5269459    0.271007   0.2048268  0.04704359  0.003588082  
    2160   0.9890331    2.065031    1.560473   0.7729079    0.527302    0.271362   0.2051528  0.04719723  0.003610282  
    2161   0.9889881    2.063426    1.559765   0.7730974   0.5276589   0.2717178   0.2054797   0.0473515  0.003632636  
    2162    0.988943    2.061822    1.559057   0.7732865   0.5280157   0.2720739   0.2058069  0.04750614  0.003655106  
    2163   0.9888981    2.060219     1.55835   0.7734758   0.5283727   0.2724304   0.2061346  0.04766127  0.003677713  
    2164   0.9888533    2.058618    1.557643   0.7736652     0.52873   0.2727875   0.2064628  0.04781689  0.003700457  
    2165   0.9888088    2.057019    1.556937   0.7738548   0.5290876   0.2731451   0.2067916  0.04797302  0.003723338  
    2166   0.9887645    2.055421    1.556231   0.7740446   0.5294455   0.2735032    0.207121  0.04812964  0.003746359  
    2167   0.9887204    2.053824    1.555526   0.7742345   0.5298037   0.2738618   0.2074509  0.04828677  0.003769519  
    2168   0.9886764    2.052229    1.554821   0.7744246   0.5301621   0.2742209   0.2077814   0.0484444  0.003792819  
    2169   0.9886327    2.050636    1.554117   0.7746149   0.5305209   0.2745805   0.2081124  0.04860253  0.003816261  
    2170   0.9885892    2.049044    1.553413   0.7748053     0.53088   0.2749406   0.2084439  0.04876117  0.003839844  
    2171   0.9885459    2.047454     1.55271   0.7749959   0.5312393   0.2753013   0.2087761  0.04892032  0.003863571  
    2172   0.9885027    2.045865    1.552007   0.7751867    0.531599   0.2756624   0.2091087  0.04907998  0.003887441  
    2173   0.9884598    2.044278    1.551305   0.7753776   0.5319589   0.2760241    0.209442  0.04924015  0.003911456  
    2174   0.9884171    2.042692    1.550603   0.7755686   0.5323192   0.2763863   0.2097758  0.04940083  0.003935616  
    2175   0.9883746    2.041108    1.549902   0.7757599   0.5326797    0.276749   0.2101101  0.04956203  0.003959922  
    2176   0.9883326    2.039526    1.549202   0.7759518    0.533041   0.2771125   0.2104453  0.04972389  0.003984399  
    2177   0.9882905    2.037945    1.548502   0.7761434   0.5334022   0.2774762   0.2107808  0.04988613  0.004009001  
    2178   0.9882485    2.036365    1.547802   0.7763351   0.5337636   0.2778405   0.2111168  0.05004888  0.004033752  
    2179   0.9882068    2.034787    1.547103    0.776527   0.5341253   0.2782053   0.2114534  0.05021215  0.004058653  
    2180   0.9881652    2.033211    1.546404    0.776719   0.5344873   0.2785706   0.2117906  0.05037595  0.004083705  
    2181   0.9881239    2.031635    1.545705   0.7769112   0.5348496   0.2789364   0.2121283  0.05054027  0.004108908  
    2182   0.9880827    2.030062    1.545008   0.7771036   0.5352122   0.2793027   0.2124666  0.05070511  0.004134263  
    2183   0.9880418     2.02849     1.54431   0.7772961    0.535575   0.2796695   0.2128054  0.05087048  0.004159771  
    2184    0.988001    2.026919    1.543614   0.7774888   0.5359382   0.2800369   0.2131448  0.05103638  0.004185434  
    2185   0.9879604     2.02535    1.542917   0.7776816   0.5363016   0.2804048   0.2134848  0.05120281  0.004211252  
    2186   0.9879201    2.023783    1.542221   0.7778746   0.5366654   0.2807732   0.2138253  0.05136977  0.004237226  
    2187   0.9878799    2.022217    1.541526   0.7780678   0.5370294   0.2811421   0.2141665  0.05153727  0.004263357  
    2188   0.9878399    2.020652    1.540831   0.7782611   0.5373938   0.2815116   0.2145081  0.05170529  0.004289645  
    2189   0.9878001    2.019089    1.540137   0.7784546   0.5377584   0.2818816   0.2148504  0.05187386  0.004316093  
    2190   0.9877605    2.017527    1.539443   0.7786482   0.5381233   0.2822521   0.2151932  0.05204296   0.0043427  
    2191   0.9877214    2.015968     1.53875   0.7788426   0.5384891   0.2826235   0.2155369  0.05221277  0.004369495  
    2192   0.9876822    2.014409    1.538057   0.7790365   0.5388546    0.282995   0.2158809  0.05238296  0.004396425  
    2193   0.9876432    2.012852    1.537365   0.7792306   0.5392204   0.2833671   0.2162254  0.05255369  0.004423517  
    2194   0.9876044    2.011296    1.536673   0.7794249   0.5395865   0.2837397   0.2165706  0.05272497  0.004450773  
    2195   0.9875657    2.009742    1.535981   0.7796193   0.5399529   0.2841129   0.2169163  0.05289679  0.004478194  
    2196   0.9875273     2.00819     1.53529   0.7798139   0.5403195   0.2844865   0.2172625  0.05306916  0.00450578  
    2197    0.987489    2.006638      1.5346   0.7800086   0.5406865   0.2848607   0.2176094  0.05324208  0.004533532  
    2198   0.9874509    2.005089     1.53391   0.7802035   0.5410538   0.2852355   0.2179568  0.05341555  0.004561451  
    2199    0.987413    2.003541     1.53322   0.7803986   0.5414213   0.2856107   0.2183048  0.05358958  0.004589539  
    2200   0.9873753    2.001994    1.532531   0.7805938   0.5417891   0.2859865   0.2186534  0.05376416  0.004617796  
    2201   0.9873378    2.000448    1.531842   0.7807891   0.5421573   0.2863628   0.2190026  0.05393929  0.004646224  
    2202   0.9873005    1.998905    1.531154   0.7809846   0.5425257   0.2867397   0.2193523  0.05411499  0.004674822  
    2203   0.9872634    1.997362    1.530466   0.7811803   0.5428944    0.287117   0.2197026  0.05429124  0.004703593  
    2204   0.9872264    1.995821    1.529779   0.7813761   0.5432634    0.287495   0.2200535  0.05446805  0.004732538  
    2205   0.9871901    1.994283    1.529093   0.7815727   0.5436333   0.2878738   0.2204054  0.05464561  0.004761687  
    2206   0.9871535    1.992745    1.528407   0.7817688   0.5440029   0.2882528   0.2207575  0.05482356  0.004790982  
    2207   0.9871171    1.991208    1.527721   0.7819651   0.5443727   0.2886323   0.2211101  0.05500207  0.004820453  
    2208   0.9870809    1.989673    1.527036   0.7821615   0.5447429   0.2890123   0.2214634  0.05518115  0.004850101  
    2209   0.9870449    1.988139    1.526351   0.7823581   0.5451134   0.2893929   0.2218172  0.05536081  0.004879928  
    2210   0.9870091    1.986607    1.525667   0.7825549   0.5454841   0.2897741   0.2221717  0.05554103  0.004909935  
    2211   0.9869734    1.985077    1.524983   0.7827518   0.5458552   0.2901557   0.2225267  0.05572182  0.004940122  
    2212    0.986938    1.983547    1.524299   0.7829488   0.5462265    0.290538   0.2228823  0.05590319  0.00497049  
    2213   0.9869027     1.98202    1.523616    0.783146   0.5465981   0.2909207   0.2232385  0.05608514  0.005001041  
    2214   0.9868676    1.980493    1.522934   0.7833434     0.54697    0.291304   0.2235953  0.05626767  0.005031776  
    2215   0.9868327    1.978968    1.522252   0.7835409   0.5473422   0.2916878   0.2239527  0.05645077  0.005062695  
    2216    0.986798    1.977445     1.52157   0.7837385   0.5477147   0.2920722   0.2243107  0.05663446   0.0050938  
    2217   0.9867635    1.975923    1.520889   0.7839363   0.5480875   0.2924571   0.2246693  0.05681873  0.005125093  
    2218   0.9867295    1.974403    1.520209   0.7841349   0.5484612   0.2928429   0.2250288  0.05700379  0.005156607  
    2219   0.9866954    1.972884    1.519529    0.784333   0.5488345   0.2932289   0.2253886  0.05718924  0.005188278  
    2220   0.9866614    1.971366    1.518849   0.7845313   0.5492082   0.2936155    0.225749  0.05737528  0.005220138  
    2221   0.9866276     1.96985    1.518169   0.7847297   0.5495821   0.2940026   0.2261099  0.05756191  0.00525219  
    2222    0.986594    1.968335    1.517491   0.7849282   0.5499564   0.2943902   0.2264715  0.05774913  0.005284434  
    2223   0.9865605    1.966822    1.516812    0.785127   0.5503309   0.2947784   0.2268337  0.05793695  0.005316872  
    2224   0.9865273     1.96531    1.516134   0.7853258   0.5507057   0.2951671   0.2271964  0.05812536  0.005349504  
    2225   0.9864942    1.963799    1.515457   0.7855248   0.5510808   0.2955564   0.2275598  0.05831437  0.005382332  
    2226   0.9864613     1.96229     1.51478    0.785724   0.5514562   0.2959462   0.2279238  0.05850398  0.005415357  
    2227   0.9864286    1.960782    1.514103   0.7859233   0.5518319   0.2963365   0.2282884  0.05869419  0.005448581  
    2228   0.9863961    1.959276    1.513427   0.7861228   0.5522079   0.2967274   0.2286536  0.05888501  0.005482003  
    2229   0.9863637    1.957771    1.512751   0.7863224   0.5525841   0.2971189   0.2290193  0.05907643  0.005515626  
    2230   0.9863315    1.956268    1.512076   0.7865221   0.5529607   0.2975109   0.2293857  0.05926846  0.00554945  
    2231      0.9863    1.954766    1.511402   0.7867226   0.5533381   0.2979039   0.2297531  0.05946131  0.005583516  
    2232   0.9862682    1.953266    1.510727   0.7869227   0.5537153    0.298297   0.2301208  0.05965456  0.005617748  
    2233   0.9862365    1.951767    1.510053   0.7871229   0.5540927   0.2986907    0.230489  0.05984843  0.005652186  
    2234   0.9862051    1.950269     1.50938   0.7873232   0.5544704   0.2990849   0.2308578   0.0600429  0.005686829  
    2235   0.9861738    1.948772    1.508707   0.7875237   0.5548484   0.2994797   0.2312273    0.060238  0.00572168  
    2236   0.9861427    1.947278    1.508034   0.7877243   0.5552267    0.299875   0.2315973  0.06043371  0.00575674  
    2237   0.9861118    1.945784    1.507362   0.7879251   0.5556053   0.3002709    0.231968  0.06063005  0.00579201  
    2238    0.986081    1.944292     1.50669   0.7881261   0.5559841   0.3006673   0.2323393    0.060827  0.00582749  
    2239   0.9860504    1.942801    1.506019   0.7883271   0.5563633   0.3010643   0.2327112  0.06102458  0.005863183  
    2240     0.98602    1.941312    1.505348   0.7885283   0.5567427   0.3014619   0.2330837  0.06122279  0.00589909  
    2241   0.9859898    1.939824    1.504678   0.7887297   0.5571225     0.30186   0.2334569  0.06142162  0.005935212  
    2242   0.9859598    1.938337    1.504008   0.7889312   0.5575025   0.3022586   0.2338306  0.06162108  0.005971549  
    2243   0.9859299    1.936852    1.503338   0.7891329   0.5578828   0.3026579    0.234205  0.06182117  0.006008104  
    2244   0.9859006    1.935369     1.50267   0.7893353    0.558264   0.3030581   0.2345804  0.06202213  0.006044922  
    2245   0.9858711    1.933886    1.502001   0.7895372   0.5586449   0.3034584    0.234956   0.0622235  0.006081916  
    2246   0.9858418    1.932405    1.501333   0.7897393   0.5590261   0.3038594   0.2353323   0.0624255  0.006119132  
    2247   0.9858126    1.930926    1.500665   0.7899416   0.5594076   0.3042608   0.2357091  0.06262814  0.00615657  
    2248   0.9857836    1.929447    1.499998    0.790144   0.5597893   0.3046629   0.2360866  0.06283142  0.006194231  
    2249   0.9857548    1.927971    1.499331   0.7903465   0.5601714   0.3050655   0.2364647  0.06303535  0.006232118  
    2250   0.9857261    1.926495    1.498665   0.7905491   0.5605537   0.3054686   0.2368435  0.06323992  0.006270231  
    2251   0.9856976    1.925021    1.497999   0.7907519   0.5609363   0.3058723   0.2372228  0.06344513  0.006308572  
    2252   0.9856693    1.923548    1.497333   0.7909549   0.5613192   0.3062766   0.2376028    0.063651  0.006347141  
    2253   0.9856412    1.922077    1.496668    0.791158   0.5617024   0.3066815   0.2379835  0.06385751  0.006385941  
    2254   0.9856132    1.920607    1.496003   0.7913612   0.5620858   0.3070869   0.2383647  0.06406468  0.006424972  
    2255   0.9855854    1.919138    1.495339   0.7915646   0.5624696   0.3074929   0.2387466   0.0642725  0.006464236  
    2256   0.9855582    1.917672    1.494676   0.7917687   0.5628543   0.3078999   0.2391295  0.06448123  0.006503784  
    2257   0.9855308    1.916206    1.494012   0.7919724   0.5632387    0.308307   0.2395127  0.06469037  0.006543519  
    2258   0.9855035    1.914741    1.493349   0.7921762   0.5636233   0.3087147   0.2398965  0.06490017  0.006583492  
    2259   0.9854764    1.913278    1.492686   0.7923801   0.5640082    0.309123   0.2402809  0.06511064  0.006623702  
    2260   0.9854495    1.911816    1.492024   0.7925842   0.5643934   0.3095318   0.2406659  0.06532176  0.006664153  
    2261   0.9854227    1.910356    1.491362   0.7927884   0.5647789   0.3099412   0.2410516  0.06553356  0.006704845  
    2262   0.9853961    1.908897    1.490701   0.7929928   0.5651647   0.3103512   0.2414379  0.06574602  0.006745779  
    2263   0.9853697    1.907439     1.49004   0.7931973   0.5655508   0.3107617   0.2418249  0.06595915  0.006786957  
    2264   0.9853434    1.905983    1.489379   0.7934019   0.5659371   0.3111728   0.2422125  0.06617295  0.00682838  
    2265   0.9853173    1.904528    1.488719   0.7936067   0.5663237   0.3115845   0.2426007  0.06638743  0.00687005  
    2266   0.9852914    1.903074     1.48806   0.7938116   0.5667106   0.3119968   0.2429896  0.06660259  0.006911968  
    2267   0.9852656    1.901622      1.4874   0.7940167   0.5670978   0.3124096   0.2433792  0.06681842  0.006954136  
    2268   0.9852405    1.900172    1.486742   0.7942226   0.5674861   0.3128235   0.2437698  0.06703521  0.00699661  
    2269    0.985215    1.898722    1.486084   0.7944279   0.5678739   0.3132375   0.2441606  0.06725241  0.007039282  
    2270   0.9851898    1.897274    1.485426   0.7946334   0.5682619   0.3136521   0.2445521  0.06747029  0.007082209  
    2271   0.9851647    1.895827    1.484768    0.794839   0.5686503   0.3140673   0.2449442  0.06768887  0.007125391  
    2272   0.9851398    1.894381    1.484111   0.7950447   0.5690389    0.314483   0.2453369  0.06790813  0.00716883  
    2273    0.985115    1.892937    1.483454   0.7952506   0.5694278   0.3148993   0.2457303  0.06812808  0.007212527  
    2274   0.9850904    1.891494    1.482798   0.7954566   0.5698171   0.3153162   0.2461244  0.06834872  0.007256484  
    2275    0.985066    1.890053    1.482142   0.7956628   0.5702065   0.3157337   0.2465191  0.06857006  0.007300703  
    2276   0.9850417    1.888613    1.481486   0.7958691   0.5705963   0.3161517   0.2469144  0.06879209  0.007345184  
    2277   0.9850176    1.887174    1.480831   0.7960755   0.5709864   0.3165703   0.2473104  0.06901482  0.00738993  
    2278   0.9849937    1.885736    1.480176   0.7962821   0.5713767   0.3169895   0.2477071  0.06923826  0.007434941  
    2279   0.9849704      1.8843    1.479523   0.7964895   0.5717681   0.3174099   0.2481049  0.06946269  0.007480281  
    2280   0.9849468    1.882865    1.478869   0.7966963   0.5721591   0.3178302   0.2485029  0.06968754  0.00752583  
    2281   0.9849233    1.881432    1.478215   0.7969033   0.5725503   0.3182512   0.2489015  0.06991309  0.00757165  
    2282   0.9849001        1.88    1.477562   0.7971104   0.5729418   0.3186728   0.2493008  0.07013936  0.007617742  
    2283   0.9848769    1.878569    1.476909   0.7973177   0.5733336   0.3190949   0.2497007  0.07036633  0.007664108  
    2284    0.984854    1.877139    1.476257    0.797525   0.5737256   0.3195176   0.2501013  0.07059402  0.007710749  
    2285   0.9848312    1.875711    1.475605   0.7977326    0.574118    0.319941   0.2505026  0.07082243  0.007757667  
    2286   0.9848086    1.874284    1.474953   0.7979402   0.5745106   0.3203649   0.2509045  0.07105155  0.007804863  
    2287   0.9847861    1.872858    1.474302    0.798148   0.5749035   0.3207893   0.2513071  0.07128139  0.007852339  
    2288   0.9847638    1.871434    1.473651   0.7983559   0.5752967   0.3212144   0.2517104  0.07151196  0.007900096  
    2289   0.9847416    1.870011    1.473001   0.7985639   0.5756902   0.3216401   0.2521143  0.07174325  0.007948137  
    2290   0.9847201     1.86859    1.472352   0.7987728   0.5760848   0.3220669   0.2525194  0.07197558  0.007996529  
    2291   0.9846983    1.867169    1.471702   0.7989812   0.5764788   0.3224938   0.2529246  0.07220833  0.008045143  
    2292   0.9846766     1.86575    1.471053   0.7991896   0.5768732   0.3229212   0.2533305  0.07244181  0.008094045  
    2293   0.9846551    1.864332    1.470404   0.7993982   0.5772678   0.3233493   0.2537371  0.07267602  0.008143237  
    2294   0.9846338    1.862916    1.469756   0.7996069   0.5776628   0.3237779   0.2541444  0.07291097  0.00819272  
    2295   0.9846126    1.861501    1.469108   0.7998158    0.578058   0.3242071   0.2545523  0.07314666  0.008242496  
    2296   0.9845916    1.860087     1.46846   0.8000247   0.5784534    0.324637   0.2549609  0.07338309  0.008292567  
    2297   0.9845707    1.858674    1.467813   0.8002339   0.5788492   0.3250674   0.2553702  0.07362026  0.008342935  
    2298     0.98455    1.857263    1.467166   0.8004431   0.5792452   0.3254984   0.2557801  0.07385817   0.0083936  
    2299   0.9845294    1.855853     1.46652   0.8006525   0.5796416     0.32593   0.2561907  0.07409683  0.008444566  
    2300    0.984509    1.854444    1.465874    0.800862   0.5800382   0.3263622    0.256602  0.07433623  0.008495833  
    2301   0.9844893    1.853037    1.465229   0.8010723   0.5804359   0.3267956   0.2570145  0.07457673  0.008547478  
    2302   0.9844692    1.851631    1.464584   0.8012821   0.5808331   0.3272291   0.2574272  0.07481765  0.008599355  
    2303   0.9844493    1.850226    1.463939    0.801492   0.5812306   0.3276631   0.2578405  0.07505932  0.00865154  
    2304   0.9844295    1.848822    1.463294    0.801702   0.5816283   0.3280977   0.2582546  0.07530175  0.008704033  
    2305   0.9844099     1.84742     1.46265   0.8019122   0.5820264   0.3285329   0.2586692  0.07554494  0.008756836  
    2306   0.9843904    1.846019    1.462007   0.8021225   0.5824247   0.3289688   0.2590846  0.07578889  0.008809952  
    2307   0.9843711    1.844619    1.461363   0.8023329   0.5828233   0.3294052   0.2595007  0.07603361  0.008863381  
    2308    0.984352    1.843221     1.46072   0.8025434   0.5832222   0.3298422   0.2599174  0.07627909  0.008917126  
    2309    0.984333    1.841824    1.460078   0.8027541   0.5836214   0.3302799   0.2603349  0.07652534  0.008971189  
    2310   0.9843141    1.840428    1.459436   0.8029649   0.5840208   0.3307181    0.260753  0.07677236  0.009025571  
    2311   0.9842959    1.839034    1.458795   0.8031765   0.5844214   0.3311576   0.2611723  0.07702051  0.009080355  
    2312   0.9842774     1.83764    1.458153   0.8033876   0.5848214    0.331597   0.2615918  0.07726909  0.009135383  
    2313    0.984259    1.836248    1.457512   0.8035988   0.5852217   0.3320371    0.262012  0.07751845  0.009190736  
    2314   0.9842408    1.834857    1.456871   0.8038101   0.5856223   0.3324778   0.2624329  0.07776858  0.009246417  
    2315   0.9842228    1.833468    1.456231   0.8040215   0.5860232   0.3329191   0.2628545   0.0780195  0.009302425  
    2316   0.9842048     1.83208    1.455591   0.8042331   0.5864243    0.333361   0.2632767  0.07827121  0.009358764  
    2317   0.9841871    1.830693    1.454952   0.8044448   0.5868258   0.3338035   0.2636997   0.0785237  0.009415436  
    2318   0.9841695    1.829307    1.454312   0.8046566   0.5872275   0.3342466   0.2641233  0.07877698  0.009472442  
    2319    0.984152    1.827922    1.453674   0.8048685   0.5876295   0.3346903   0.2645477  0.07903105  0.009529784  
    2320   0.9841347    1.826539    1.453035   0.8050806   0.5880317   0.3351347   0.2649727  0.07928592  0.009587464  
    2321   0.9841175    1.825157    1.452397   0.8052928   0.5884343   0.3355796   0.2653985  0.07954158  0.009645484  
    2322    0.984101    1.823777     1.45176   0.8055059    0.588838   0.3360259   0.2658255  0.07979843  0.009703936  
    2323   0.9840842    1.822397    1.451123   0.8057183   0.5892412   0.3364721   0.2662527  0.08005571  0.009762644  
    2324   0.9840675    1.821019    1.450486   0.8059309   0.5896446   0.3369189   0.2666805  0.08031378  0.009821699  
    2325   0.9840509    1.819642    1.449849   0.8061436   0.5900483   0.3373663   0.2671091  0.08057267  0.009881101  
    2326   0.9840345    1.818266    1.449213   0.8063564   0.5904523   0.3378143   0.2675383  0.08083236  0.009940853  
    2327   0.9840183    1.816892    1.448577   0.8065694   0.5908565    0.338263   0.2679683  0.08109286  0.01000096  
    2328   0.9840022    1.815518    1.447942   0.8067824    0.591261   0.3387123    0.268399  0.08135418  0.01006142  
    2329   0.9839862    1.814146    1.447306   0.8069956   0.5916659   0.3391622   0.2688303  0.08161631  0.01012223  
    2330   0.9839704    1.812776    1.446672   0.8072089    0.592071   0.3396127   0.2692624  0.08187926   0.0101834  
    2331   0.9839553    1.811406    1.446038   0.8074232   0.5924772   0.3400645   0.2696958  0.08214344  0.01024503  
    2332   0.9839398    1.810038    1.445404   0.8076367   0.5928829   0.3405163   0.2701293  0.08240804  0.01030692  
    2333   0.9839244    1.808671     1.44477   0.8078504   0.5932889   0.3409687   0.2705636  0.08267347  0.01036919  
    2334   0.9839092    1.807305    1.444137   0.8080642   0.5936951   0.3414217   0.2709985  0.08293973  0.01043181  
    2335   0.9838941    1.805941    1.443504   0.8082782   0.5941016   0.3418754   0.2714342  0.08320682  0.01049481  
    2336   0.9838792    1.804577    1.442871   0.8084922   0.5945084   0.3423297   0.2718705  0.08347474  0.01055817  
    2337   0.9838645    1.803215    1.442239   0.8087064   0.5949155   0.3427846   0.2723076   0.0837435  0.01062191  
    2338   0.9838498    1.801854    1.441607   0.8089207   0.5953228   0.3432401   0.2727454  0.08401309  0.01068602  
    2339   0.9838353    1.800495    1.440976   0.8091351   0.5957304   0.3436962   0.2731839  0.08428353  0.01075051  
    2340    0.983821    1.799136    1.440344   0.8093497   0.5961384    0.344153   0.2736231  0.08455481  0.01081538  
    2341   0.9838073    1.797779    1.439714   0.8095651   0.5965475   0.3446111   0.2740638  0.08482736  0.01088073  
    2342   0.9837933    1.796423    1.439084   0.8097799    0.596956   0.3450692   0.2745044  0.08510035  0.01094637  
    2343   0.9837794    1.795068    1.438454   0.8099948   0.5973647   0.3455279   0.2749459  0.08537418  0.01101239  
    2344   0.9837657    1.793715    1.437824   0.8102099   0.5977738   0.3459872    0.275388  0.08564887   0.0110788  
    2345    0.983752    1.792362    1.437195    0.810425   0.5981831   0.3464471   0.2758309  0.08592441   0.0111456  
    2346   0.9837386    1.791011    1.436566   0.8106403   0.5985927   0.3469077   0.2762744  0.08620081  0.01121279  
    2347   0.9837253    1.789661    1.435937   0.8108556   0.5990026   0.3473689   0.2767188  0.08647807  0.01128037  
    2348   0.9837121    1.788312    1.435308   0.8110711   0.5994127   0.3478308   0.2771638   0.0867562  0.01134835  
    2349   0.9836991    1.786965     1.43468   0.8112868   0.5998232   0.3482932   0.2776096  0.08703519  0.01141673  
    2350   0.9836867    1.785619    1.434053   0.8115033   0.6002348   0.3487571   0.2780567   0.0873155  0.01148563  
    2351   0.9836739    1.784274    1.433426   0.8117192   0.6006458   0.3492209    0.278504  0.08759625  0.01155481  
    2352   0.9836613     1.78293    1.432799   0.8119352   0.6010571   0.3496853    0.278952  0.08787786  0.01162441  
    2353   0.9836489    1.781587    1.432172   0.8121513   0.6014687   0.3501503   0.2794007  0.08816035  0.01169441  
    2354   0.9836366    1.780245    1.431546   0.8123675   0.6018805    0.350616   0.2798501  0.08844372  0.01176482  
    2355   0.9836244    1.778905     1.43092   0.8125838   0.6022927   0.3510823   0.2803003  0.08872798  0.01183564  
    2356   0.9836124    1.777566    1.430295   0.8128003   0.6027051   0.3515493   0.2807513  0.08901311  0.01190688  
    2357   0.9836005    1.776228    1.429669   0.8130168   0.6031177   0.3520169   0.2812029  0.08929914  0.01197854  
    2358   0.9835887    1.774891    1.429044   0.8132335   0.6035307   0.3524851   0.2816553  0.08958605  0.01205061  
    2359   0.9835776    1.773556     1.42842   0.8134512   0.6039449   0.3529548   0.2821092  0.08987434  0.01212323  
    2360   0.9835661    1.772222    1.427796   0.8136681   0.6043584   0.3534243   0.2825631  0.09016305  0.01219616  
    2361   0.9835548    1.770888    1.427172   0.8138851   0.6047722   0.3538945   0.2830177  0.09045266  0.01226951  
    2362   0.9835436    1.769556    1.426549   0.8141023   0.6051863   0.3543654   0.2834731  0.09074317  0.01234329  
    2363   0.9835326    1.768226    1.425925   0.8143196   0.6056007   0.3548369   0.2839293  0.09103459  0.01241751  
    2364   0.9835217    1.766896    1.425302    0.814537   0.6060153    0.355309   0.2843861   0.0913269  0.01249215  
    2365   0.9835109    1.765567     1.42468   0.8147545   0.6064302   0.3557818   0.2848438  0.09162013  0.01256724  
    2366   0.9835002     1.76424    1.424058   0.8149721   0.6068454   0.3562552   0.2853022  0.09191427  0.01264276  
    2367   0.9834897    1.762914    1.423436   0.8151898   0.6072609   0.3567293   0.2857613  0.09220932  0.01271873  
    2368   0.9834799    1.761589    1.422815   0.8154085   0.6076777   0.3572048   0.2862219   0.0925058  0.01279527  
    2369   0.9834697    1.760265    1.422194   0.8156265   0.6080937   0.3576802   0.2866826   0.0928027  0.01287213  
    2370   0.9834596    1.758943    1.421573   0.8158446     0.60851   0.3581563    0.287144  0.09310053  0.01294944  
    2371   0.9834497    1.757621    1.420952   0.8160628   0.6089266    0.358633   0.2876061  0.09339928   0.0130272  
    2372   0.9834398    1.756301    1.420332   0.8162811   0.6093435   0.3591103   0.2880691  0.09369895  0.01310542  
    2373   0.9834302    1.754982    1.419712   0.8164995   0.6097606   0.3595884   0.2885328  0.09399956  0.01318409  
    2374   0.9834206    1.753664    1.419092    0.816718   0.6101781    0.360067   0.2889972   0.0943011  0.01326322  
