Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 30	998.959	160	8.90892	0	8.90892	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	


51.0665   	300       	160       	76.0461   	7284.9    	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	23.3466	15.1812	8.16532	0	0.650256	0.349744	0		0.802043	0.0309338	0.164202	0.0028211	0.0654686	0.0053222	0.318111	0.611099	
Seg 1	339.323	160	20.5635	12.3311	8.23235	0	0.599661	0.400339	0		0.816545	0.0304344	0.150361	0.00266007	0.0750577	0.00585902	0.318298	0.600786	
Seg 2	375.346	160	18.5874	10.2988	8.28861	0	0.554074	0.445926	0		0.827478	0.0299254	0.140044	0.00255239	0.0837899	0.00630982	0.317772	0.592128	
Seg 3	408.917	160	17.0961	8.75824	8.3379	0	0.512294	0.487706	0		0.836117	0.029428	0.131978	0.00247743	0.0918763	0.00669776	0.31686	0.584566	
Seg 4	440.587	160	15.9217	7.5394	8.38234	0	0.473529	0.526471	0		0.843174	0.0289499	0.125452	0.00242427	0.0994558	0.00703768	0.315723	0.577784	
Seg 5	470.737	160	14.9674	6.54414	8.42326	0	0.437226	0.562774	0		0.849084	0.0284936	0.120036	0.00238651	0.106625	0.00733961	0.31445	0.571585	
Seg 6	499.64	160	14.173	5.71149	8.46149	0	0.402984	0.597016	0		0.85413	0.0280589	0.11545	0.00236018	0.113454	0.00761071	0.313094	0.565841	
Seg 7	527.503	160	13.499	5.00137	8.49764	0	0.370499	0.629501	0		0.858505	0.0276452	0.111507	0.00234262	0.119996	0.00785626	0.311686	0.560462	
Seg 8	554.484	160	12.9184	4.38624	8.53212	0	0.339536	0.660464	0		0.862346	0.0272511	0.108071	0.00233202	0.126292	0.00808027	0.310246	0.555382	
Seg 9	580.708	160	12.4117	3.84649	8.56525	0	0.309907	0.690093	0		0.865751	0.0268752	0.105046	0.00232709	0.132374	0.00828585	0.308787	0.550553	
Seg 10	606.275	160	11.965	3.36772	8.59728	0	0.281464	0.718536	0		0.868798	0.0265164	0.102359	0.00232687	0.138267	0.00847549	0.30732	0.545937	
Seg 11	631.267	160	11.5675	2.9391	8.62838	0	0.254083	0.745917	0		0.871542	0.0261732	0.0999538	0.00233065	0.143994	0.00865119	0.30585	0.541505	
Seg 12	655.752	160	11.211	2.5523	8.65872	0	0.22766	0.77234	0		0.874031	0.0258446	0.0977867	0.00233788	0.149571	0.00881459	0.304381	0.537234	
Seg 13	679.786	160	10.8892	2.2008	8.68841	0	0.202109	0.797891	0		0.876299	0.0255294	0.0958233	0.00234815	0.155014	0.00896705	0.302916	0.533103	
Seg 14	703.417	160	10.597	1.87943	8.71754	0	0.177355	0.822645	0		0.878376	0.0252268	0.0940356	0.00236111	0.160336	0.00910972	0.301458	0.529097	
Seg 15	726.687	160	10.3302	1.584	8.74621	0	0.153337	0.846663	0		0.880287	0.0249359	0.092401	0.0023765	0.165546	0.00924358	0.300008	0.525203	
Seg 16	749.632	160	10.0856	1.3111	8.77449	0	0.129998	0.870002	0		0.882049	0.0246558	0.0909006	0.00239411	0.170655	0.00936946	0.298566	0.521409	
Seg 17	772.281	160	9.86033	1.05791	8.80242	0	0.107289	0.892711	0		0.883681	0.0243859	0.0895189	0.00241375	0.17567	0.00948808	0.297134	0.517707	
Seg 18	794.662	160	9.65215	0.822075	8.83008	0	0.0851701	0.91483	0		0.885197	0.0241255	0.0882427	0.0024353	0.180599	0.00960006	0.295713	0.514089	
Seg 19	816.799	160	9.4591	0.601617	8.85749	0	0.0636019	0.936398	0		0.886607	0.0238741	0.0870607	0.00245863	0.185447	0.00970596	0.294301	0.510546	
Seg 20	838.712	160	9.27955	0.394857	8.8847	0	0.0425513	0.957449	0		0.887922	0.0236311	0.0859636	0.00248364	0.190221	0.00980625	0.292901	0.507073	
Seg 21	855.176	160	9.15164	0.246444	8.9052	0	0.0269289	0.973071	0		0.88886	0.0234522	0.0851838	0.00250366	0.193791	0.00987877	0.291846	0.504484	
Seg 22	871.424	160	9.03091	0.105426	8.92548	0	0.0116739	0.988326	0		0.889747	0.0232789	0.0844494	0.00252444	0.197299	0.00994803	0.290805	0.501948	
Seg 23	887.508	160	8.94045	0	8.94045	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 24	903.587	160	8.93708	0	8.93708	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 25	919.66	160	8.93374	0	8.93374	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 26	935.727	160	8.93041	0	8.93041	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 27	951.788	160	8.92709	0	8.92709	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 28	967.843	160	8.9238	0	8.9238	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 29	983.892	160	8.92052	0	8.92052	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 30	999.935	160	8.91726	0	8.91726	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	


52.4967   	300       	160       	76.1378   	7293.74   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	23.3748	15.1996	8.17518	0	0.650256	0.349744	0		0.802043	0.0309338	0.164202	0.0028211	0.0654686	0.00532221	0.318111	0.611099	
Seg 1	339.404	160	20.5834	12.3409	8.24245	0	0.599558	0.400442	0		0.816571	0.0304333	0.150336	0.0026598	0.0750772	0.00586008	0.318297	0.600765	
Seg 2	375.496	160	18.6026	10.3037	8.29887	0	0.553887	0.446113	0		0.827519	0.0299232	0.140005	0.00255201	0.0838258	0.0063116	0.317769	0.592094	
Seg 3	409.128	160	17.1084	8.76009	8.34829	0	0.512035	0.487965	0		0.836166	0.0294249	0.131932	0.00247703	0.0919263	0.00670009	0.316853	0.584521	
Seg 4	440.853	160	15.932	7.53916	8.39285	0	0.473208	0.526792	0		0.843228	0.028946	0.125402	0.00242389	0.0995184	0.0070404	0.315713	0.577729	
Seg 5	471.053	160	14.9763	6.5424	8.43387	0	0.436851	0.563149	0		0.849142	0.0284889	0.119983	0.00238618	0.106699	0.00734264	0.314436	0.571522	
Seg 6	500.004	160	14.1808	5.70864	8.4722	0	0.40256	0.59744	0		0.85419	0.0280536	0.115397	0.0023599	0.113539	0.00761398	0.313076	0.565771	
Seg 7	527.911	160	13.5061	4.99768	8.50844	0	0.370031	0.629969	0		0.858565	0.0276393	0.111453	0.00234242	0.120091	0.00785971	0.311665	0.560385	
Seg 8	554.935	160	12.9249	4.38188	8.54301	0	0.339026	0.660974	0		0.862406	0.0272447	0.108017	0.0023319	0.126395	0.00808386	0.310221	0.555299	
Seg 9	581.2	160	12.4178	3.84159	8.57623	0	0.309361	0.690639	0		0.865812	0.0268684	0.104993	0.00232705	0.132486	0.00828956	0.30876	0.550465	
Seg 10	606.806	160	11.9707	3.36237	8.60834	0	0.280883	0.719117	0		0.868857	0.0265091	0.102307	0.00232691	0.138387	0.00847928	0.30729	0.545844	
Seg 11	631.836	160	11.5729	2.93338	8.63953	0	0.25347	0.74653	0		0.871602	0.0261656	0.099902	0.00233078	0.144122	0.00865504	0.305816	0.541407	
Seg 12	656.357	160	11.2162	2.54626	8.66994	0	0.227016	0.772984	0		0.874089	0.0258366	0.0977359	0.0023381	0.149707	0.00881849	0.304345	0.53713	
Seg 13	680.427	160	10.8942	2.1945	8.69971	0	0.201437	0.798563	0		0.876357	0.0255212	0.0957734	0.00234846	0.155158	0.00897098	0.302877	0.532994	
Seg 14	704.094	160	10.6018	1.87289	8.72892	0	0.176657	0.823343	0		0.878433	0.0252184	0.0939868	0.00236152	0.160486	0.00911368	0.301416	0.528984	
Seg 15	727.399	160	10.3349	1.57725	8.75767	0	0.152614	0.847386	0		0.880343	0.0249272	0.0923533	0.00237701	0.165703	0.00924755	0.299964	0.525086	
Seg 16	750.377	160	10.0902	1.30416	8.78602	0	0.129251	0.870749	0		0.882104	0.0246469	0.090854	0.00239471	0.170819	0.00937342	0.29852	0.521288	
Seg 17	773.059	160	9.86484	1.05081	8.81403	0	0.10652	0.89348	0		0.883735	0.0243768	0.0894734	0.00241446	0.17584	0.00949204	0.297086	0.517582	
Seg 18	795.473	160	9.65658	0.81482	8.84176	0	0.0843798	0.91562	0		0.885249	0.0241163	0.0881983	0.00243611	0.180775	0.00960401	0.295661	0.513959	
Seg 19	817.642	160	9.46347	0.594225	8.86925	0	0.0627914	0.937209	0		0.886658	0.0238647	0.0870175	0.00245955	0.18563	0.00970988	0.294248	0.510412	
Seg 20	839.587	160	9.28387	0.387338	8.89653	0	0.0417216	0.958278	0		0.887972	0.0236216	0.0859215	0.00248467	0.19041	0.00981015	0.292845	0.506935	
Seg 21	856.078	160	9.1559	0.238805	8.9171	0	0.0260821	0.973918	0		0.88891	0.0234426	0.0851423	0.00250478	0.193985	0.00988266	0.291789	0.504344	
Seg 22	872.353	160	9.03512	0.0976754	8.93744	0	0.0108106	0.989189	0		0.889797	0.0232691	0.0844086	0.00252565	0.197499	0.00995192	0.290746	0.501804	
Seg 23	888.476	160	8.95107	0	8.95107	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 24	904.593	160	8.94769	0	8.94769	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 25	920.705	160	8.94433	0	8.94433	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 26	936.81	160	8.94099	0	8.94099	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 27	952.909	160	8.93767	0	8.93767	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 28	969.003	160	8.93436	0	8.93436	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 29	985.09	160	8.93107	0	8.93107	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 30	1001.17	160	8.9278	0	8.9278	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	


53.7338   	300       	160       	76.1986   	7299.56   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	23.3933	15.2117	8.18167	0	0.650256	0.349744	0		0.802043	0.0309338	0.164202	0.0028211	0.0654686	0.00532222	0.318111	0.611099	
Seg 1	339.457	160	20.5964	12.3474	8.24907	0	0.59949	0.40051	0		0.816589	0.0304326	0.150319	0.00265961	0.0750902	0.00586078	0.318297	0.600752	
Seg 2	375.594	160	18.6125	10.3069	8.3056	0	0.553763	0.446237	0		0.827547	0.0299218	0.13998	0.00255176	0.0838496	0.00631279	0.317767	0.592071	
Seg 3	409.266	160	17.1164	8.76126	8.35511	0	0.511864	0.488136	0		0.836199	0.0294228	0.131901	0.00247676	0.0919595	0.00670163	0.316849	0.58449	
Seg 4	441.027	160	15.9387	7.53896	8.39975	0	0.472997	0.527003	0		0.843265	0.0289434	0.125368	0.00242363	0.09956	0.00704221	0.315706	0.577692	
Seg 5	471.26	160	14.9821	6.54122	8.44084	0	0.436604	0.563396	0		0.84918	0.0284858	0.119948	0.00238596	0.106748	0.00734465	0.314427	0.57148	
Seg 6	500.242	160	14.186	5.70674	8.47924	0	0.40228	0.59772	0		0.854229	0.0280501	0.115361	0.00235972	0.113595	0.00761615	0.313065	0.565724	
Seg 7	528.179	160	13.5107	4.99521	8.51554	0	0.369721	0.630279	0		0.858605	0.0276354	0.111417	0.00234228	0.120153	0.00786201	0.311651	0.560334	
Seg 8	555.23	160	12.9291	4.37897	8.55017	0	0.33869	0.66131	0		0.862446	0.0272404	0.107982	0.00233182	0.126464	0.00808625	0.310205	0.555244	
Seg 9	581.522	160	12.4218	3.83833	8.58344	0	0.309	0.691	0		0.865851	0.0268638	0.104958	0.00232702	0.13256	0.00829202	0.308742	0.550406	
Seg 10	607.154	160	11.9744	3.35882	8.61561	0	0.280499	0.719501	0		0.868897	0.0265043	0.102272	0.00232694	0.138467	0.0084818	0.307269	0.545781	
Seg 11	632.209	160	11.5764	2.92958	8.64685	0	0.253064	0.746936	0		0.871641	0.0261606	0.0998677	0.00233086	0.144207	0.0086576	0.305794	0.541341	
Seg 12	656.754	160	11.2196	2.54226	8.67731	0	0.226591	0.773409	0		0.874128	0.0258314	0.0977022	0.00233825	0.149797	0.00882108	0.30432	0.537061	
Seg 13	680.848	160	10.8974	2.19031	8.70713	0	0.200993	0.799007	0		0.876395	0.0255158	0.0957405	0.00234867	0.155253	0.00897359	0.302851	0.532922	
Seg 14	704.538	160	10.6049	1.86855	8.73639	0	0.176196	0.823804	0		0.878471	0.0252128	0.0939546	0.00236179	0.160586	0.0091163	0.301389	0.528909	
Seg 15	727.865	160	10.338	1.57278	8.76519	0	0.152136	0.847864	0		0.880379	0.0249215	0.0923218	0.00237734	0.165808	0.00925017	0.299934	0.525008	
Seg 16	750.865	160	10.0932	1.29957	8.79359	0	0.128758	0.871242	0		0.882141	0.0246411	0.0908233	0.00239511	0.170927	0.00937605	0.298489	0.521208	
Seg 17	773.569	160	9.86776	1.04611	8.82166	0	0.106013	0.893987	0		0.883771	0.0243709	0.0894434	0.00241493	0.175953	0.00949466	0.297053	0.517499	
Seg 18	796.005	160	9.65946	0.810024	8.84943	0	0.0838581	0.916142	0		0.885284	0.0241102	0.0881691	0.00243665	0.180892	0.00960661	0.295628	0.513873	
Seg 19	818.195	160	9.46631	0.58934	8.87697	0	0.0622565	0.937743	0		0.886692	0.0238585	0.086989	0.00246016	0.185751	0.00971248	0.294213	0.510324	
Seg 20	840.16	160	9.28668	0.382372	8.90431	0	0.0411742	0.958826	0		0.888006	0.0236153	0.0858937	0.00248535	0.190534	0.00981273	0.292808	0.506845	
Seg 21	856.67	160	9.15867	0.23376	8.92491	0	0.0255233	0.974477	0		0.888943	0.0234363	0.085115	0.00250553	0.194113	0.00988523	0.291751	0.504251	
Seg 22	872.962	160	9.03786	0.0925564	8.9453	0	0.010241	0.989759	0		0.889829	0.0232627	0.0843818	0.00252645	0.19763	0.00995448	0.290706	0.501709	
Seg 23	889.111	160	8.95804	0	8.95804	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 24	905.254	160	8.95465	0	8.95465	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 25	921.39	160	8.95129	0	8.95129	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 26	937.521	160	8.94794	0	8.94794	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 27	953.646	160	8.94461	0	8.94461	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 28	969.764	160	8.94129	0	8.94129	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 29	985.877	160	8.938	0	8.938	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	
Seg 30	1001.98	160	8.93472	0	8.93472	0	0	1	0		0.2	0.01	0.29	0.5	0.2	0.01	0.29	0.5	


54.9532   	300       	160       	76.2663   	7306.12   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	23.4152	15.2259	8.18931	0	0.650257	0.349743	0		0.802043	0.0309339	0.164202	0.0028211	0.0654686	0.00532223	0.318111	0.611099	
Seg 1	339.52	160	20.6119	12.355	8.2569	0	0.59941	0.40059	0		0.816609	0.0304318	0.150299	0.0026594	0.0751053	0.0058616	0.318296	0.600737	
Seg 2	375.711	160	18.6243	10.3107	8.31355	0	0.553618	0.446382	0		0.827578	0.0299202	0.13995	0.00255147	0.0838771	0.00631417	0.317764	0.592044	
Seg 3	409.43	160	17.1259	8.76269	8.36316	0	0.511665	0.488335	0		0.836237	0.0294205	0.131866	0.00247646	0.0919979	0.00670342	0.316843	0.584455	
Seg 4	441.233	160	15.9467	7.53878	8.40789	0	0.472749	0.527251	0		0.843306	0.0289404	0.12533	0.00242335	0.099608	0.00704431	0.315698	0.57765	
Seg 5	471.506	160	14.989	6.5399	8.44906	0	0.436314	0.563686	0		0.849224	0.0284822	0.119908	0.0023857	0.106805	0.00734698	0.314416	0.571432	
Seg 6	500.524	160	14.1921	5.70456	8.48753	0	0.401953	0.598047	0		0.854274	0.028046	0.11532	0.00235952	0.11366	0.00761866	0.313051	0.56567	
Seg 7	528.496	160	13.5163	4.99238	8.5239	0	0.36936	0.63064	0		0.858651	0.0276309	0.111376	0.00234213	0.120225	0.00786465	0.311635	0.560275	
Seg 8	555.581	160	12.9342	4.37563	8.5586	0	0.338298	0.661702	0		0.862492	0.0272355	0.107941	0.00233172	0.126543	0.00808901	0.310187	0.555181	
Seg 9	581.904	160	12.4265	3.83457	8.59194	0	0.30858	0.69142	0		0.865897	0.0268586	0.104917	0.00232698	0.132646	0.00829486	0.308721	0.550338	
Seg 10	607.567	160	11.9789	3.35472	8.62417	0	0.280053	0.719947	0		0.868943	0.0264988	0.102231	0.00232697	0.13856	0.00848471	0.307246	0.54571	
Seg 11	632.651	160	11.5807	2.9252	8.65547	0	0.252593	0.747407	0		0.871686	0.0261548	0.0998282	0.00233096	0.144306	0.00866056	0.305769	0.541265	
Seg 12	657.225	160	11.2236	2.53763	8.686	0	0.226097	0.773903	0		0.874173	0.0258254	0.0976634	0.00233842	0.149901	0.00882407	0.304293	0.536982	
Seg 13	681.347	160	10.9014	2.18548	8.71588	0	0.200478	0.799522	0		0.876439	0.0255095	0.0957025	0.00234891	0.155362	0.00897661	0.302821	0.53284	
Seg 14	705.064	160	10.6087	1.86353	8.7452	0	0.17566	0.82434	0		0.878514	0.0252063	0.0939174	0.0023621	0.160701	0.00911933	0.301357	0.528823	
Seg 15	728.417	160	10.3417	1.5676	8.77406	0	0.151581	0.848419	0		0.880422	0.0249148	0.0922854	0.00237773	0.165928	0.00925321	0.2999	0.524918	
Seg 16	751.444	160	10.0968	1.29425	8.80252	0	0.128185	0.871815	0		0.882182	0.0246343	0.0907877	0.00239558	0.171053	0.00937909	0.298453	0.521115	
Seg 17	774.174	160	9.8713	1.04066	8.83064	0	0.105423	0.894577	0		0.883812	0.024364	0.0894087	0.00241548	0.176084	0.00949769	0.297016	0.517403	
Seg 18	796.634	160	9.66294	0.804461	8.85848	0	0.0832522	0.916748	0		0.885324	0.0241032	0.0881352	0.00243728	0.181028	0.00960964	0.295588	0.513774	
Seg 19	818.849	160	9.46975	0.583671	8.88608	0	0.0616353	0.938365	0		0.886732	0.0238514	0.086956	0.00246087	0.185891	0.00971549	0.294172	0.510222	
Seg 20	840.839	160	9.29008	0.376604	8.91347	0	0.0405384	0.959462	0		0.888044	0.023608	0.0858615	0.00248615	0.190679	0.00981572	0.292765	0.50674	
Seg 21	857.37	160	9.16203	0.227903	8.93412	0	0.0248747	0.975125	0		0.888981	0.0234289	0.0850834	0.00250639	0.194262	0.00988822	0.291707	0.504143	
Seg 22	873.684	160	9.04118	0.0866159	8.95456	0	0.00958015	0.99042	0		0.889867	0.0232553	0.0843507	0.00252738	0.197783	0.00995746	0.290661	0.501599	
Seg 23	889.862	160	8.96626	0	8.96626	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 24	906.035	160	8.96287	0	8.96287	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 25	922.201	160	8.9595	0	8.9595	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 26	938.362	160	8.95614	0	8.95614	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 27	954.516	160	8.9528	0	8.9528	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 28	970.665	160	8.94948	0	8.94948	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 29	986.808	160	8.94617	0	8.94617	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 30	1002.94	160	8.94289	0	8.94289	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	


56.2516   	300       	160       	76.3475   	7313.82   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	23.4391	15.2414	8.19769	0	0.650256	0.349744	0		0.802043	0.030934	0.164202	0.0028211	0.0654685	0.00532224	0.318111	0.611099	
Seg 1	339.589	160	20.6286	12.3632	8.26544	0	0.599322	0.400678	0		0.816632	0.0304309	0.150277	0.00265916	0.0751222	0.00586252	0.318296	0.600719	
Seg 2	375.838	160	18.6371	10.3148	8.32223	0	0.553458	0.446542	0		0.827614	0.0299184	0.139916	0.00255114	0.0839083	0.00631574	0.317761	0.592015	
Seg 3	409.607	160	17.1361	8.76414	8.37196	0	0.511443	0.488557	0		0.83628	0.0294178	0.131826	0.00247611	0.0920415	0.00670545	0.316838	0.584415	
Seg 4	441.457	160	15.9552	7.53844	8.41679	0	0.472475	0.527525	0		0.843354	0.028937	0.125286	0.00242302	0.0996627	0.00704669	0.315689	0.577602	
Seg 5	471.772	160	14.9963	6.53829	8.45805	0	0.435992	0.564008	0		0.849274	0.0284782	0.119862	0.00238542	0.10687	0.00734964	0.314404	0.571377	
Seg 6	500.83	160	14.1986	5.702	8.49661	0	0.401589	0.598411	0		0.854326	0.0280414	0.115274	0.00235928	0.113734	0.00762152	0.313036	0.565609	
Seg 7	528.84	160	13.5222	4.9891	8.53306	0	0.368957	0.631043	0		0.858703	0.0276257	0.111329	0.00234196	0.120308	0.00786768	0.311616	0.560208	
Seg 8	555.96	160	12.9396	4.37177	8.56783	0	0.33786	0.66214	0		0.862545	0.02723	0.107894	0.00233161	0.126634	0.00809216	0.310165	0.555109	
Seg 9	582.317	160	12.4315	3.83025	8.60125	0	0.308109	0.691891	0		0.86595	0.0268527	0.104871	0.00232695	0.132744	0.00829811	0.308697	0.550261	
Seg 10	608.013	160	11.9836	3.35003	8.63355	0	0.279552	0.720448	0		0.868995	0.0264925	0.102186	0.00232701	0.138665	0.00848802	0.307219	0.545628	
Seg 11	633.129	160	11.5851	2.92019	8.66492	0	0.252064	0.747936	0		0.871738	0.0261482	0.0997832	0.00233108	0.144418	0.00866393	0.305739	0.541179	
Seg 12	657.735	160	11.2279	2.53235	8.69552	0	0.225542	0.774458	0		0.874224	0.0258185	0.0976193	0.00233861	0.15002	0.00882747	0.304261	0.536891	
Seg 13	681.886	160	10.9054	2.17997	8.72546	0	0.199898	0.800102	0		0.876489	0.0255024	0.0956592	0.00234919	0.155487	0.00898004	0.302788	0.532745	
Seg 14	705.633	160	10.6127	1.85783	8.75485	0	0.175058	0.824942	0		0.878563	0.025199	0.0938751	0.00236246	0.160832	0.00912277	0.301321	0.528725	
Seg 15	729.016	160	10.3455	1.56173	8.78377	0	0.150957	0.849043	0		0.88047	0.0249073	0.0922442	0.00237818	0.166065	0.00925666	0.299862	0.524817	
Seg 16	752.071	160	10.1005	1.28823	8.8123	0	0.127541	0.872459	0		0.88223	0.0246266	0.0907475	0.00239611	0.171195	0.00938253	0.298413	0.52101	
Seg 17	774.829	160	9.87498	1.0345	8.84049	0	0.104759	0.895241	0		0.883858	0.0243561	0.0893695	0.0024161	0.176231	0.00950112	0.296973	0.517294	
Seg 18	797.318	160	9.66657	0.798177	8.86839	0	0.0825709	0.917429	0		0.88537	0.0240953	0.088097	0.00243799	0.181181	0.00961305	0.295544	0.513662	
Seg 19	819.56	160	9.47333	0.577277	8.89605	0	0.0609371	0.939063	0		0.886776	0.0238433	0.0869188	0.00246167	0.186049	0.00971888	0.294125	0.510107	
Seg 20	841.577	160	9.29362	0.370111	8.92351	0	0.0398242	0.960176	0		0.888088	0.0235999	0.0858254	0.00248704	0.190842	0.00981908	0.292717	0.506621	
Seg 21	858.132	160	9.16552	0.221307	8.94421	0	0.0241456	0.975854	0		0.889024	0.0234206	0.0850478	0.00250736	0.194429	0.00989158	0.291657	0.504022	
Seg 22	874.468	160	9.04463	0.0799238	8.9647	0	0.00883661	0.991163	0		0.889909	0.0232469	0.0843157	0.00252844	0.197955	0.00996081	0.29061	0.501475	
Seg 23	890.68	160	8.97524	0	8.97524	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 24	906.885	160	8.97184	0	8.97184	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 25	923.084	160	8.96846	0	8.96846	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 26	939.277	160	8.96509	0	8.96509	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 27	955.464	160	8.96174	0	8.96174	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 28	971.645	160	8.95841	0	8.95841	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 29	987.82	160	8.9551	0	8.9551	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	
Seg 30	1003.99	160	8.9518	0	8.9518	0	0	1	0		0.2	0.0100001	0.29	0.5	0.2	0.0100001	0.29	0.5	


57.5296   	300       	160       	76.4424   	7323.03   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	23.4664	15.2592	8.20723	0	0.650256	0.349744	0		0.802043	0.030934	0.164202	0.0028211	0.0654685	0.00532225	0.318111	0.611099	
Seg 1	339.668	160	20.6479	12.3727	8.27521	0	0.599222	0.400778	0		0.816658	0.03043	0.150253	0.00265889	0.0751411	0.00586355	0.318295	0.6007	
Seg 2	375.983	160	18.6517	10.3196	8.33216	0	0.553277	0.446723	0		0.827654	0.0299164	0.139879	0.00255077	0.0839429	0.00631747	0.317758	0.591981	
Seg 3	409.812	160	17.1479	8.76591	8.38202	0	0.511194	0.488806	0		0.836328	0.0294149	0.131781	0.00247573	0.0920896	0.0067077	0.316831	0.584372	
Seg 4	441.715	160	15.9652	7.53819	8.42696	0	0.472165	0.527835	0		0.843406	0.0289332	0.125238	0.00242265	0.0997228	0.00704932	0.315679	0.577549	
