Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 7	821.693	160	42.3695	42.0263	0.343169	0	0.991901	0.00809944	0		0.298211	0.693417	0.00497243	0.00339971	0.0615937	0.28461	0.0165148	0.637282	
Seg 8	870.886	160	39.5358	39.1913	0.344435	0	0.991288	0.00871198	0		0.298237	0.693283	0.00496318	0.00351684	0.0652072	0.298219	0.0166672	0.619906	
Seg 9	917.211	160	37.1473	36.802	0.345318	0	0.990704	0.00929591	0		0.298255	0.693146	0.00495569	0.00364346	0.068613	0.310719	0.0167635	0.603905	
Seg 10	961.083	160	35.0995	34.7537	0.345862	0	0.990146	0.00985374	0		0.298265	0.693007	0.00494969	0.00377832	0.0718427	0.322278	0.016816	0.589063	
Seg 11	1002.83	160	33.3193	32.9732	0.346098	0	0.989613	0.0103873	0		0.298268	0.692867	0.00494496	0.00392058	0.0749209	0.333029	0.0168339	0.575217	
Seg 12	1042.71	160	31.7534	31.4073	0.346046	0	0.989102	0.0108979	0		0.298264	0.692725	0.00494134	0.0040697	0.0778674	0.343076	0.016824	0.562232	
Seg 13	1080.93	160	30.3625	30.0168	0.345723	0	0.988613	0.0113865	0		0.298255	0.692581	0.00493869	0.0042253	0.0806982	0.352506	0.0167917	0.550004	
Seg 14	1117.68	160	29.1166	28.7714	0.345138	0	0.988146	0.0118537	0		0.29824	0.692436	0.0049369	0.00438713	0.0834264	0.361388	0.0167412	0.538445	
Seg 15	1153.1	160	27.9923	27.648	0.344299	0	0.9877	0.0122998	0		0.29822	0.692289	0.0049359	0.00455504	0.0860632	0.36978	0.0166759	0.527481	
Seg 16	1187.31	160	26.9713	26.6281	0.343211	0	0.987275	0.012725	0		0.298194	0.692141	0.0049356	0.00472894	0.088618	0.377733	0.0165984	0.517051	
Seg 17	1220.43	160	26.0388	25.697	0.341875	0	0.986871	0.0131294	0		0.298164	0.691992	0.00493594	0.00490878	0.0910985	0.385287	0.0165109	0.507104	
Seg 18	1252.54	160	25.183	24.8427	0.340293	0	0.986487	0.0135128	0		0.298128	0.69184	0.00493686	0.00509455	0.0935119	0.392479	0.0164151	0.497594	
Seg 19	1283.73	160	24.394	24.0555	0.338463	0	0.986125	0.0138749	0		0.298088	0.691688	0.00493834	0.00528628	0.0958639	0.399341	0.0163125	0.488482	
Seg 20	1314.07	160	23.6636	23.3272	0.336385	0	0.985785	0.0142153	0		0.298042	0.691533	0.00494031	0.005484	0.0981599	0.4059	0.0162043	0.479736	
Seg 21	1342.22	160	23.0164	22.6822	0.334172	0	0.985481	0.0145189	0		0.297995	0.691385	0.00494264	0.0056779	0.100298	0.411885	0.016097	0.471719	
Seg 22	1369.64	160	22.4127	22.081	0.331734	0	0.985199	0.0148012	0		0.297943	0.691235	0.00494536	0.00587682	0.102388	0.417621	0.0159866	0.464004	
Seg 23	1396.37	160	21.848	21.5189	0.329069	0	0.984938	0.0150618	0		0.297887	0.691084	0.00494845	0.00608079	0.104433	0.423125	0.0158738	0.456568	
Seg 24	1422.44	160	21.3184	20.9922	0.326175	0	0.9847	0.0153002	0		0.297827	0.690932	0.00495189	0.00628986	0.106435	0.428414	0.0157591	0.449392	
Seg 25	1447.91	160	20.8204	20.4974	0.323047	0	0.984484	0.0155159	0		0.297762	0.690778	0.00495567	0.00650407	0.108399	0.433502	0.0156429	0.442457	
Seg 26	1472.81	160	20.3512	20.0316	0.319684	0	0.984292	0.0157083	0		0.297694	0.690623	0.00495975	0.00672346	0.110325	0.438401	0.0155257	0.435748	
Seg 27	1497.16	160	19.9082	19.5921	0.31608	0	0.984123	0.0158769	0		0.297622	0.690466	0.00496414	0.0069481	0.112217	0.443125	0.0154077	0.42925	
Seg 28	1521	160	19.4891	19.1768	0.312231	0	0.983979	0.0160208	0		0.297545	0.690308	0.00496882	0.00717804	0.114077	0.447683	0.0152894	0.42295	
Seg 29	1544.35	160	19.0918	18.7837	0.308132	0	0.983861	0.0161394	0		0.297465	0.690148	0.00497376	0.00741335	0.115906	0.452086	0.0151708	0.416837	
Seg 30	1567.24	160	18.7147	18.4109	0.303777	0	0.983768	0.016232	0		0.29738	0.689987	0.00497898	0.00765409	0.117706	0.456343	0.0150523	0.410898	


1246.63   	300       	160       	650.303   	267.171   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	130.108	129.809	0.299803	0	0.997696	0.00230425	0		0.297407	0.693937	0.00501575	0.00363989	0.022966	0.117304	0.00989206	0.849838	
Seg 1	413.167	160	92.2204	91.9053	0.315079	0	0.996583	0.00341658	0		0.297694	0.694119	0.00496505	0.00322244	0.0314466	0.157388	0.012159	0.799006	
Seg 2	504.254	160	74.0988	73.7755	0.323314	0	0.995637	0.00436328	0		0.297858	0.694109	0.00492922	0.00310401	0.0382155	0.188067	0.0135441	0.760173	
Seg 3	581.999	160	63.1278	62.799	0.328728	0	0.994793	0.00520735	0		0.29797	0.694036	0.0049023	0.00309246	0.0439619	0.213175	0.0144623	0.728401	
Seg 4	650.638	160	55.6265	55.2939	0.332613	0	0.994021	0.00597941	0		0.298051	0.693934	0.00488134	0.00313304	0.049018	0.234542	0.0150965	0.701344	
Seg 5	712.584	160	50.1014	49.7659	0.335517	0	0.993303	0.00669677	0		0.298113	0.693818	0.00486464	0.00320407	0.0535714	0.253198	0.0155431	0.677687	
Seg 6	769.357	160	45.8223	45.4846	0.337719	0	0.99263	0.00737018	0		0.29816	0.693694	0.00485118	0.00329527	0.0577401	0.269786	0.0158586	0.656616	
Seg 7	821.986	160	42.3863	42.047	0.339376	0	0.991993	0.00800674	0		0.298194	0.693564	0.00484025	0.00340111	0.0616032	0.284735	0.0160788	0.637583	
Seg 8	871.202	160	39.5512	39.2106	0.340589	0	0.991389	0.00861135	0		0.298219	0.693431	0.00483138	0.00351841	0.065217	0.29835	0.0162275	0.620206	
Seg 9	917.548	160	37.1615	36.8201	0.34142	0	0.990813	0.00918746	0		0.298236	0.693295	0.0048242	0.0036452	0.068623	0.310854	0.0163216	0.604201	
Seg 10	961.441	160	35.1128	34.7709	0.341913	0	0.990262	0.00973757	0		0.298245	0.693156	0.00481846	0.00378023	0.0718529	0.322417	0.0163729	0.589357	
Seg 11	1003.2	160	33.3317	32.9896	0.342099	0	0.989737	0.0102635	0		0.298247	0.693016	0.00481395	0.00392267	0.0749312	0.333171	0.0163904	0.575507	
Seg 12	1043.1	160	31.7651	31.4231	0.341998	0	0.989234	0.0107665	0		0.298243	0.692874	0.0048105	0.00407196	0.0778778	0.343222	0.016381	0.562519	
Seg 13	1081.34	160	30.3736	30.0319	0.341625	0	0.988753	0.0112474	0		0.298233	0.692731	0.004808	0.00422774	0.0807086	0.352655	0.0163497	0.550287	
Seg 14	1118.11	160	29.1271	28.7861	0.340991	0	0.988293	0.011707	0		0.298218	0.692586	0.00480633	0.00438977	0.0834368	0.361539	0.0163007	0.538724	
Seg 15	1153.54	160	28.0023	27.6622	0.340104	0	0.987854	0.0121456	0		0.298197	0.69244	0.00480541	0.00455787	0.0860736	0.369933	0.0162371	0.527756	
Seg 16	1187.77	160	26.9809	26.6419	0.338966	0	0.987437	0.0125632	0		0.298171	0.692292	0.00480517	0.00473197	0.0886282	0.377888	0.0161617	0.517322	
Seg 17	1220.9	160	26.048	25.7105	0.337582	0	0.98704	0.01296	0		0.298139	0.692143	0.00480555	0.00491201	0.0911087	0.385444	0.0160766	0.507371	
Seg 18	1253.02	160	25.1919	24.8559	0.335951	0	0.986664	0.0133357	0		0.298103	0.691992	0.0048065	0.00509798	0.0935219	0.392638	0.0159833	0.497857	
Seg 19	1284.23	160	24.4025	24.0684	0.334073	0	0.98631	0.0136901	0		0.298062	0.69184	0.00480798	0.00528992	0.0958738	0.399501	0.0158835	0.488741	
Seg 20	1314.58	160	23.6718	23.3398	0.331945	0	0.985977	0.0140228	0		0.298016	0.691686	0.00480995	0.00548786	0.0981697	0.406061	0.0157782	0.479991	
Seg 21	1342.75	160	23.0243	22.6946	0.329685	0	0.985681	0.014319	0		0.297968	0.691538	0.00481224	0.00568197	0.100308	0.412048	0.0156737	0.47197	
Seg 22	1370.17	160	22.4203	22.0931	0.3272	0	0.985406	0.0145939	0		0.297915	0.691389	0.00481492	0.00588111	0.102398	0.417785	0.0155663	0.464251	
Seg 23	1396.91	160	21.8554	21.5309	0.324487	0	0.985153	0.014847	0		0.297859	0.691238	0.00481796	0.00608531	0.104442	0.42329	0.0154564	0.456811	
Seg 24	1423	160	21.3256	21.004	0.321545	0	0.984922	0.0150779	0		0.297798	0.691086	0.00482134	0.00629462	0.106445	0.42858	0.0153447	0.449631	
Seg 25	1448.48	160	20.8274	20.509	0.318369	0	0.984714	0.0152861	0		0.297733	0.690932	0.00482504	0.00650906	0.108408	0.433668	0.0152316	0.442692	
Seg 26	1473.38	160	20.358	20.0431	0.314957	0	0.984529	0.0154709	0		0.297665	0.690778	0.00482904	0.0067287	0.110334	0.438569	0.0151175	0.43598	
Seg 27	1497.74	160	19.9148	19.6035	0.311303	0	0.984368	0.0156318	0		0.297592	0.690621	0.00483334	0.00695358	0.112226	0.443293	0.0150026	0.429478	
Seg 28	1521.59	160	19.4955	19.1881	0.307405	0	0.984232	0.015768	0		0.297515	0.690463	0.00483791	0.00718378	0.114086	0.447852	0.0148874	0.423175	
Seg 29	1544.96	160	19.0981	18.7948	0.303255	0	0.984121	0.0158789	0		0.297434	0.690304	0.00484275	0.00741934	0.115915	0.452256	0.0147719	0.417058	
Seg 30	1567.86	160	18.7208	18.4219	0.29885	0	0.984036	0.0159636	0		0.297349	0.690143	0.00484784	0.00766035	0.117715	0.456513	0.0146565	0.411116	


1256.63   	300       	160       	650.832   	264.294   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	130.206	129.91	0.296555	0	0.997722	0.00227758	0		0.297399	0.69408	0.00488098	0.00364047	0.0229641	0.117326	0.00962658	0.850083	
Seg 1	413.241	160	92.2728	91.9611	0.311747	0	0.996621	0.00337853	0		0.297683	0.694262	0.00483211	0.0032229	0.0314488	0.157442	0.0118353	0.799274	
Seg 2	504.382	160	74.1353	73.8154	0.319911	0	0.995685	0.00431523	0		0.297846	0.694252	0.0047976	0.00310458	0.03822	0.188141	0.013185	0.760454	
Seg 3	582.168	160	63.1563	62.831	0.32526	0	0.99485	0.00515009	0		0.297956	0.694179	0.00477168	0.00309318	0.0439681	0.213263	0.0140798	0.728689	
Seg 4	650.842	160	55.6502	55.3211	0.329085	0	0.994087	0.00591345	0		0.298036	0.694078	0.0047515	0.00313392	0.0490252	0.234642	0.0146979	0.701635	
Seg 5	712.819	160	50.1219	49.7899	0.331931	0	0.993378	0.00662248	0		0.298097	0.693963	0.00473544	0.00320512	0.0535794	0.253307	0.0151333	0.67798	
Seg 6	769.619	160	45.8404	45.5064	0.334077	0	0.992712	0.00728782	0		0.298142	0.693839	0.00472249	0.00329647	0.0577487	0.269903	0.0154409	0.656908	
Seg 7	822.272	160	42.4027	42.067	0.335682	0	0.992083	0.00791652	0		0.298176	0.693709	0.004712	0.00340248	0.0616122	0.284858	0.0156556	0.637874	
Seg 8	871.511	160	39.5661	39.2293	0.336842	0	0.991487	0.00851341	0		0.2982	0.693576	0.00470348	0.00351994	0.0652264	0.298478	0.0158008	0.620494	
Seg 9	917.878	160	37.1753	36.8377	0.337623	0	0.990918	0.00908192	0		0.298216	0.69344	0.0046966	0.0036469	0.0686327	0.310987	0.0158925	0.604487	
Seg 10	961.79	160	35.1256	34.7876	0.338067	0	0.990375	0.00962451	0		0.298224	0.693302	0.00469111	0.0037821	0.0718627	0.322554	0.0159427	0.58964	
Seg 11	1003.57	160	33.3437	33.0055	0.338204	0	0.989857	0.010143	0		0.298226	0.693163	0.0046868	0.00392471	0.0749411	0.333312	0.01596	0.575787	
Seg 12	1043.49	160	31.7764	31.4384	0.338054	0	0.989361	0.0106385	0		0.298221	0.693021	0.00468353	0.00407419	0.0778877	0.343366	0.0159509	0.562795	
Seg 13	1081.74	160	30.3843	30.0467	0.337634	0	0.988888	0.0111121	0		0.29821	0.692878	0.00468116	0.00423015	0.0807185	0.352801	0.0159205	0.55056	
Seg 14	1118.52	160	29.1373	28.8003	0.336952	0	0.988436	0.0115643	0		0.298194	0.692734	0.0046796	0.00439235	0.0834468	0.361688	0.0158729	0.538992	
Seg 15	1153.97	160	28.012	27.676	0.336017	0	0.988005	0.0119955	0		0.298172	0.692588	0.00467877	0.00456065	0.0860835	0.370085	0.0158111	0.528021	
Seg 16	1188.21	160	26.9902	26.6553	0.334833	0	0.987594	0.0124057	0		0.298145	0.692441	0.00467859	0.00473494	0.0886381	0.378041	0.0157378	0.517583	
Seg 17	1221.36	160	26.057	25.7236	0.333401	0	0.987205	0.0127951	0		0.298114	0.692292	0.00467901	0.00491517	0.0911185	0.385599	0.0156549	0.507628	
Seg 18	1253.5	160	25.2004	24.8687	0.331722	0	0.986837	0.0131634	0		0.298077	0.692142	0.00467998	0.00510136	0.0935316	0.392795	0.0155642	0.49811	
Seg 19	1284.71	160	24.4107	24.0809	0.329796	0	0.98649	0.0135103	0		0.298035	0.69199	0.00468145	0.0052935	0.0958834	0.399659	0.015467	0.48899	
Seg 20	1315.07	160	23.6797	23.3521	0.327621	0	0.986165	0.0138355	0		0.297989	0.691836	0.0046834	0.00549165	0.0981791	0.406221	0.0153644	0.480236	
Seg 21	1343.25	160	23.032	22.7066	0.325314	0	0.985876	0.0141245	0		0.29794	0.691689	0.00468567	0.00568598	0.100317	0.412208	0.0152628	0.472212	
Seg 22	1370.69	160	22.4278	22.105	0.322783	0	0.985608	0.0143921	0		0.297887	0.69154	0.00468831	0.00588534	0.102407	0.417946	0.0151582	0.464489	
Seg 23	1397.44	160	21.8626	21.5426	0.320024	0	0.985362	0.014638	0		0.29783	0.691389	0.0046913	0.00608977	0.104451	0.423453	0.0150512	0.457045	
Seg 24	1423.54	160	21.3325	21.0155	0.317035	0	0.985138	0.0148616	0		0.297769	0.691237	0.00469462	0.0062993	0.106454	0.428743	0.0149424	0.449861	
Seg 25	1449.03	160	20.8342	20.5203	0.313812	0	0.984938	0.0150624	0		0.297703	0.691084	0.00469824	0.00651398	0.108417	0.433832	0.0148323	0.442918	
Seg 26	1473.94	160	20.3646	20.0542	0.310352	0	0.98476	0.0152398	0		0.297634	0.69093	0.00470216	0.00673386	0.110343	0.438734	0.0147211	0.436202	
Seg 27	1498.32	160	19.9212	19.6145	0.306651	0	0.984607	0.0153932	0		0.297561	0.690774	0.00470636	0.00695899	0.112235	0.443459	0.0146093	0.429697	
Seg 28	1522.18	160	19.5017	19.199	0.302703	0	0.984478	0.0155219	0		0.297484	0.690616	0.00471083	0.00718944	0.114094	0.448018	0.014497	0.42339	
Seg 29	1545.55	160	19.1041	18.8056	0.298505	0	0.984375	0.0156252	0		0.297402	0.690457	0.00471556	0.00742526	0.115923	0.452423	0.0143846	0.41727	
Seg 30	1568.46	160	18.7267	18.4326	0.294051	0	0.984298	0.0157022	0		0.297317	0.690296	0.00472054	0.00766653	0.117723	0.45668	0.0142722	0.411324	


1266.63   	300       	160       	651.375   	261.59    	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	130.311	130.018	0.29347	0	0.997748	0.00225207	0		0.297389	0.69422	0.00475003	0.00364103	0.0229622	0.117347	0.00936861	0.850322	
Seg 1	413.327	160	92.3269	92.0183	0.308584	0	0.996658	0.0033423	0		0.297672	0.694402	0.00470315	0.00322333	0.0314516	0.157498	0.0115214	0.799529	
Seg 2	504.527	160	74.1722	73.8555	0.316681	0	0.99573	0.00426954	0		0.297833	0.694392	0.00466989	0.00310513	0.0382257	0.18822	0.0128367	0.760718	
Seg 3	582.361	160	63.1847	62.8627	0.321969	0	0.994904	0.00509568	0		0.297941	0.69432	0.00464492	0.0030939	0.0439757	0.213358	0.0137088	0.728957	
Seg 4	651.075	160	55.6735	55.3478	0.325735	0	0.994149	0.00585081	0		0.298021	0.694219	0.00462549	0.00313481	0.0490343	0.234749	0.0143113	0.701905	
Seg 5	713.087	160	50.1419	49.8133	0.328526	0	0.993448	0.00655194	0		0.29808	0.694104	0.00461003	0.00320618	0.0535896	0.253425	0.0147356	0.67825	
Seg 6	769.918	160	45.858	45.5274	0.33062	0	0.99279	0.00720964	0		0.298124	0.69398	0.00459758	0.00329772	0.0577597	0.270028	0.0150355	0.657176	
Seg 7	822.599	160	42.4184	42.0863	0.332174	0	0.992169	0.00783088	0		0.298157	0.693851	0.0045875	0.00340391	0.061624	0.284991	0.0152449	0.63814	
Seg 8	871.863	160	39.5804	39.2471	0.333285	0	0.99158	0.00842044	0		0.29818	0.693719	0.00457932	0.00352156	0.0652387	0.298617	0.0153864	0.620758	
Seg 9	918.254	160	37.1885	36.8545	0.334017	0	0.991018	0.00898173	0		0.298195	0.693583	0.00457273	0.00364871	0.0686454	0.311131	0.015476	0.604748	
Seg 10	962.188	160	35.1378	34.8034	0.334413	0	0.990483	0.00951717	0		0.298203	0.693446	0.00456747	0.0037841	0.0718758	0.322702	0.015525	0.589897	
Seg 11	1003.99	160	33.3551	33.0206	0.334503	0	0.989971	0.0100285	0		0.298203	0.693306	0.00456336	0.00392691	0.0749545	0.333464	0.0155419	0.57604	
Seg 12	1043.92	160	31.7871	31.4528	0.334307	0	0.989483	0.010517	0		0.298198	0.693165	0.00456024	0.00407658	0.0779013	0.343521	0.0155332	0.563044	
Seg 13	1082.2	160	30.3944	30.0606	0.33384	0	0.989016	0.0109836	0		0.298186	0.693023	0.004558	0.00423274	0.0807323	0.352959	0.0155037	0.550805	
Seg 14	1119	160	29.1469	28.8137	0.333112	0	0.988571	0.0114288	0		0.29817	0.692879	0.00455654	0.00439516	0.0834607	0.361849	0.0154574	0.539233	
Seg 15	1154.46	160	28.0211	27.689	0.332131	0	0.988147	0.0118529	0		0.298147	0.692733	0.00455579	0.00456367	0.0860976	0.370248	0.0153973	0.528257	
Seg 16	1188.72	160	26.9989	26.668	0.3309	0	0.987744	0.0122561	0		0.29812	0.692586	0.00455566	0.00473818	0.0886523	0.378206	0.0153258	0.517816	
Seg 17	1221.88	160	26.0653	25.7359	0.329422	0	0.987362	0.0126383	0		0.298087	0.692438	0.00455612	0.00491865	0.0911327	0.385766	0.0152452	0.507856	
Seg 18	1254.03	160	25.2084	24.8807	0.327697	0	0.987	0.0129995	0		0.29805	0.692288	0.0045571	0.00510506	0.0935459	0.392963	0.0151568	0.498334	
Seg 19	1285.26	160	24.4184	24.0927	0.325724	0	0.986661	0.0133393	0		0.298007	0.692136	0.00455858	0.00529745	0.0958977	0.399829	0.0150622	0.489211	
Seg 20	1315.64	160	23.6871	23.3636	0.323502	0	0.986343	0.0136573	0		0.29796	0.691983	0.00456052	0.00549584	0.0981935	0.406392	0.0149623	0.480452	
Seg 21	1343.83	160	23.0391	22.7179	0.32115	0	0.986061	0.0139394	0		0.297911	0.691836	0.00456276	0.00569042	0.100332	0.412381	0.0148633	0.472424	
Seg 22	1371.28	160	22.4346	22.116	0.318573	0	0.9858	0.0142001	0		0.297858	0.691687	0.00456536	0.00589003	0.102421	0.41812	0.0147614	0.464697	
Seg 23	1398.04	160	21.8692	21.5534	0.315769	0	0.985561	0.014439	0		0.2978	0.691537	0.0045683	0.00609472	0.104466	0.423628	0.0146572	0.457249	
Seg 24	1424.16	160	21.3389	21.0262	0.312733	0	0.985344	0.0146555	0		0.297739	0.691385	0.00457155	0.00630452	0.106468	0.428919	0.0145513	0.450061	
Seg 25	1449.66	160	20.8404	20.5309	0.309464	0	0.985151	0.0148492	0		0.297673	0.691233	0.00457511	0.00651948	0.108432	0.434009	0.014444	0.443115	
Seg 26	1474.58	160	20.3706	20.0646	0.305957	0	0.98498	0.0150195	0		0.297603	0.691078	0.00457895	0.00673963	0.110358	0.438911	0.0143357	0.436395	
Seg 27	1498.97	160	19.927	19.6248	0.302208	0	0.984834	0.0151657	0		0.297529	0.690923	0.00458306	0.00696505	0.11225	0.443637	0.0142268	0.429886	
Seg 28	1522.84	160	19.5073	19.2091	0.298212	0	0.984713	0.0152872	0		0.297452	0.690765	0.00458743	0.00719579	0.114109	0.448197	0.0141174	0.423576	
Seg 29	1546.22	160	19.1096	18.8157	0.293965	0	0.984617	0.0153831	0		0.29737	0.690606	0.00459205	0.00743192	0.115938	0.452602	0.0140079	0.417452	
Seg 30	1569.14	160	18.732	18.4426	0.289461	0	0.984547	0.0154527	0		0.297284	0.690446	0.00459691	0.0076735	0.117738	0.45686	0.0138984	0.411503	


1276.63   	300       	160       	651.892   	259.108   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	130.427	130.137	0.29042	0	0.997773	0.00222668	0		0.297377	0.694361	0.00462016	0.00364159	0.0229601	0.117368	0.00911274	0.850559	
Seg 1	413.428	160	92.3857	92.0802	0.305477	0	0.996693	0.00330654	0		0.297658	0.694543	0.00457477	0.00322371	0.0314558	0.157561	0.0112092	0.799774	
Seg 2	504.701	160	74.2115	73.898	0.313509	0	0.995775	0.00422454	0		0.297817	0.694534	0.00454273	0.00310565	0.0382338	0.18831	0.0124903	0.760966	
Seg 3	582.592	160	63.2145	62.8957	0.318736	0	0.994958	0.00504213	0		0.297925	0.694462	0.00451869	0.00309462	0.0439865	0.213468	0.0133396	0.729206	
Seg 4	651.354	160	55.6978	55.3753	0.322445	0	0.994211	0.00578919	0		0.298003	0.694361	0.00449999	0.00313574	0.0490471	0.234874	0.0139264	0.702153	
Seg 5	713.407	160	50.1624	49.8372	0.325182	0	0.993517	0.00648259	0		0.298061	0.694247	0.00448512	0.00320733	0.053604	0.253561	0.0143398	0.678495	
Seg 6	770.275	160	45.8759	45.5487	0.327223	0	0.992867	0.00713279	0		0.298104	0.694123	0.00447316	0.00329909	0.0577754	0.270174	0.0146319	0.657419	
Seg 7	822.989	160	42.4344	42.1056	0.328726	0	0.992253	0.0077467	0		0.298136	0.693995	0.00446347	0.0034055	0.0616408	0.285145	0.0148358	0.638379	
Seg 8	872.283	160	39.5948	39.265	0.329788	0	0.991671	0.00832907	0		0.298159	0.693862	0.00445563	0.00352337	0.0652564	0.298778	0.0149737	0.620992	
Seg 9	918.703	160	37.2016	36.8711	0.330471	0	0.991117	0.00888325	0		0.298173	0.693727	0.00444931	0.00365075	0.0686639	0.311297	0.015061	0.604978	
Seg 10	962.663	160	35.15	34.8191	0.33082	0	0.990588	0.00941166	0		0.298179	0.69359	0.00444429	0.00378638	0.0718949	0.322874	0.0151088	0.590123	
Seg 11	1004.49	160	33.3664	33.0355	0.330862	0	0.990084	0.00991603	0		0.298179	0.693451	0.00444037	0.00392942	0.0749742	0.33364	0.0151253	0.576261	
Seg 12	1044.45	160	31.7977	31.467	0.330619	0	0.989602	0.0103976	0		0.298173	0.69331	0.00443741	0.00407934	0.0779216	0.343701	0.0151168	0.563261	
Seg 13	1082.74	160	30.4043	30.0742	0.330105	0	0.989143	0.0108572	0		0.298161	0.693168	0.00443529	0.00423576	0.0807531	0.353142	0.0150882	0.551016	
Seg 14	1119.56	160	29.1562	28.8269	0.329331	0	0.988705	0.0112954	0		0.298143	0.693024	0.00443394	0.00439844	0.0834819	0.362035	0.0150431	0.53944	
Seg 15	1155.05	160	28.03	27.7017	0.328303	0	0.988287	0.0117125	0		0.29812	0.692879	0.00443325	0.00456722	0.0861192	0.370436	0.0149846	0.52846	
Seg 16	1189.32	160	27.0073	26.6802	0.327025	0	0.987891	0.0121088	0		0.298092	0.692733	0.00443318	0.004742	0.0886742	0.378397	0.0149151	0.518014	
Seg 17	1222.5	160	26.0733	25.7478	0.325499	0	0.987516	0.012484	0		0.298059	0.692585	0.00443367	0.00492275	0.091155	0.385959	0.0148365	0.508049	
Seg 18	1254.67	160	25.216	24.8923	0.323727	0	0.987162	0.0128381	0		0.298021	0.692435	0.00443468	0.00510946	0.0935684	0.393158	0.0147505	0.498523	
Seg 19	1285.92	160	24.4257	24.104	0.321706	0	0.986829	0.0131708	0		0.297978	0.692284	0.00443615	0.00530215	0.0959205	0.400026	0.0146584	0.489395	
Seg 20	1316.31	160	23.6941	23.3747	0.319435	0	0.986518	0.0134816	0		0.29793	0.692131	0.00443808	0.00550086	0.0982165	0.40659	0.0145612	0.480632	
Seg 21	1344.52	160	23.0458	22.7288	0.317037	0	0.986243	0.0137568	0		0.297881	0.691983	0.00444029	0.00569574	0.100355	0.412581	0.0144648	0.472599	
Seg 22	1371.99	160	22.4411	22.1267	0.314413	0	0.985989	0.0140106	0		0.297827	0.691835	0.00444285	0.00589568	0.102445	0.418321	0.0143656	0.464868	
Seg 23	1398.76	160	21.8755	21.5639	0.311561	0	0.985758	0.0142425	0		0.297768	0.691685	0.00444574	0.00610069	0.10449	0.42383	0.0142641	0.457417	
Seg 24	1424.89	160	21.345	21.0365	0.308477	0	0.985548	0.014452	0		0.297706	0.691534	0.00444893	0.00631083	0.106492	0.429122	0.014161	0.450224	
Seg 25	1450.4	160	20.8462	20.5411	0.305159	0	0.985361	0.0146386	0		0.29764	0.691381	0.00445242	0.00652613	0.108456	0.434213	0.0140565	0.443274	
Seg 26	1475.35	160	20.3762	20.0746	0.301603	0	0.985198	0.0148017	0		0.29757	0.691227	0.00445618	0.00674664	0.110382	0.439116	0.013951	0.43655	
Seg 27	1499.74	160	19.9325	19.6347	0.297804	0	0.985059	0.0149407	0		0.297496	0.691072	0.0044602	0.00697243	0.112274	0.443843	0.013845	0.430038	
Seg 28	1523.63	160	19.5127	19.2189	0.293758	0	0.984945	0.0150548	0		0.297417	0.690915	0.00446448	0.00720354	0.114134	0.448404	0.0137385	0.423724	
Seg 29	1547.02	160	19.1148	18.8253	0.28946	0	0.984857	0.0151433	0		0.297335	0.690756	0.00446899	0.00744005	0.115963	0.452809	0.0136319	0.417596	
Seg 30	1569.96	160	18.7371	18.4521	0.284904	0	0.984795	0.0152054	0		0.297249	0.690595	0.00447374	0.00768203	0.117763	0.457068	0.0135253	0.411644	


1286.63   	300       	160       	652.544   	256.159   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	130.546	130.259	0.287298	0	0.997799	0.00220074	0		0.297365	0.694502	0.00449132	0.00364214	0.0229579	0.11739	0.00885891	0.850793	
Seg 1	413.532	160	92.4454	92.1431	0.302293	0	0.99673	0.00326996	0		0.297643	0.694685	0.00444766	0.00322408	0.0314596	0.157624	0.0108999	0.800016	
Seg 2	504.878	160	74.2514	73.9411	0.310258	0	0.995822	0.00417849	0		0.297801	0.694676	0.00441683	0.00310617	0.0382414	0.1884	0.012147	0.761212	
Seg 3	582.827	160	63.2447	62.9293	0.315423	0	0.995013	0.00498734	0		0.297907	0.694604	0.0043937	0.00309534	0.0439969	0.213577	0.0129738	0.729452	
