Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 48	1108.8	85.4	0.463191	0.115135	0.348055	0	0.114164	0.885836	0		0.960649	0.0385238	0.000827511	0.283214	0.112885	0.603901	
Seg 49	1117.23	85.4	0.460751	0.112207	0.348544	0	0.112194	0.887806	0		0.960724	0.0384389	0.000836768	0.284986	0.112703	0.602311	
Seg 50	1125.67	85.4	0.458351	0.109328	0.349023	0	0.110232	0.889768	0		0.960798	0.0383558	0.000846176	0.286755	0.11252	0.600725	


0.393909 0.100829 0.505263 0.393909 0.100829 0.505263 0.95411 0.0453555 0.000534675 0.19764 0.120265 0.682095 0.954325 0.0451363 0.000538419 0.199474 0.120151 0.680375 0.954538 0.0449196 0.000542281 0.20132 0.120034 0.678645 0.954747 0.0447068 0.000546242 0.203169 0.119914 0.676917 0.954952 0.044498 0.000550298 0.205018 0.119791 0.675191 0.955152 0.0442932 0.00055445 0.206867 0.119666 0.673467 0.955349 0.0440924 0.000558697 0.208714 0.119538 0.671747 0.955542 0.0438953 0.000563041 0.210562 0.119408 0.670031 0.95573 0.0437021 0.000567481 0.212408 0.119275 0.668317 0.955915 0.0435126 0.000572019 0.214254 0.119139 0.666606 0.956097 0.0433268 0.000576656 0.216099 0.119002 0.664899 0.956274 0.0431446 0.000581393 0.217943 0.118862 0.663195 0.956448 0.0429659 0.00058623 0.219786 0.118721 0.661493 0.956618 0.0427906 0.000591168 0.221628 0.118577 0.659795 0.956785 0.0426188 0.000596208 0.223469 0.118431 0.6581 0.956948 0.0424503 0.000601352 0.225308 0.118284 0.656408 0.957108 0.0422852 0.000606599 0.227146 0.118135 0.654719 0.957265 0.0421232 0.000611952 0.228983 0.117983 0.653033 0.957418 0.0419644 0.000617411 0.230818 0.117831 0.651351 0.957568 0.0418088 0.000622977 0.232652 0.117676 0.649671 0.957715 0.0416562 0.000628651 0.234485 0.11752 0.647995 0.957859 0.0415066 0.000634434 0.236316 0.117363 0.646322 0.958 0.04136 0.000640329 0.238145 0.117204 0.644651 0.958137 0.0412164 0.000646334 0.239972 0.117044 0.642984 0.958272 0.0410755 0.000652453 0.241798 0.116882 0.64132 0.958404 0.0409375 0.000658686 0.243622 0.116719 0.639659 0.958533 0.0408023 0.000665034 0.245444 0.116555 0.638002 0.958659 0.0406697 0.0006715 0.247264 0.116389 0.636347 0.958782 0.0405398 0.000678083 0.249082 0.116223 0.634695 0.958903 0.0404126 0.000684785 0.250899 0.116055 0.633047 0.95902 0.0402879 0.000691608 0.252713 0.115886 0.631401 0.959136 0.0401658 0.000698553 0.254525 0.115716 0.629759 0.959248 0.0400461 0.000705622 0.256335 0.115545 0.62812 0.959358 0.0399289 0.000712816 0.258144 0.115373 0.626483 0.959466 0.0398141 0.000720136 0.259949 0.1152 0.62485 0.959571 0.0397017 0.000727584 0.261753 0.115027 0.62322 0.959673 0.0395916 0.000735162 0.263555 0.114852 0.621593 0.959773 0.0394838 0.00074287 0.265354 0.114677 0.619969 0.959871 0.0393782 0.000750711 0.267151 0.114501 0.618349 0.959966 0.0392749 0.000758686 0.268945 0.114324 0.616731 0.960059 0.0391737 0.000766797 0.270738 0.114146 0.615116 0.96015 0.0390747 0.000775045 0.272527 0.113968 0.613505 0.960239 0.0389778 0.000783432 0.274315 0.113789 0.611897 0.960325 0.038883 0.00079196 0.276099 0.113609 0.610291 0.960409 0.0387902 0.00080063 0.277882 0.113429 0.608689 0.960491 0.0386994 0.000809444 0.279662 0.113248 0.60709 0.960571 0.0386106 0.000818404 0.281439 0.113067 0.605494 0.960649 0.0385238 0.000827511 0.283214 0.112885 0.603901 0.960724 0.0384389 0.000836768 0.284986 0.112703 0.602311 0.960798 0.0383558 0.000846176 0.286755 0.11252 0.600725 0.0429912 	725.189   	85.4      	15.0232   	2684.89   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	3.40806	3.40806	0	0	1	0	0		0.384823	0.101735	0.513442	0.384823	0.101735	0.513442	
Seg 1	730.304	85.4	0.554753	0.275021	0.279732	0	0.495754	0.504246	0		0.954111	0.0453545	0.000534743	0.197674	0.12027	0.682056	
Seg 2	738.081	85.4	0.549672	0.269575	0.280097	0	0.200937	0.799063	0		0.954333	0.0451282	0.000538587	0.199555	0.12015	0.680294	
Seg 3	745.901	85.4	0.544681	0.264193	0.280487	0	0.195922	0.804078	0		0.954552	0.0449059	0.000542537	0.201441	0.120027	0.678531	
Seg 4	753.738	85.4	0.539793	0.258938	0.280855	0	0.193713	0.806287	0		0.954765	0.0446881	0.000546583	0.203326	0.119902	0.676772	
Seg 5	761.593	85.4	0.535005	0.253792	0.281213	0	0.19154	0.80846	0		0.954975	0.0444748	0.000550725	0.20521	0.119774	0.675017	
Seg 6	769.464	85.4	0.530315	0.248748	0.281567	0	0.189385	0.810615	0		0.955179	0.0442658	0.000554963	0.207092	0.119643	0.673265	
Seg 7	777.352	85.4	0.52572	0.243801	0.281919	0	0.187243	0.812757	0		0.95538	0.044061	0.000559298	0.208972	0.11951	0.671517	
Seg 8	785.257	85.4	0.521218	0.238947	0.282271	0	0.185117	0.814883	0		0.955576	0.0438605	0.00056373	0.210851	0.119375	0.669774	
Seg 9	793.178	85.4	0.516807	0.234185	0.282622	0	0.183004	0.816996	0		0.955768	0.043664	0.000568261	0.212729	0.119238	0.668034	
Seg 10	801.116	85.4	0.512483	0.229511	0.282972	0	0.180905	0.819095	0		0.955956	0.0434715	0.000572892	0.214604	0.119098	0.666297	
Seg 11	809.069	85.4	0.508244	0.224924	0.28332	0	0.178819	0.821181	0		0.956139	0.0432829	0.000577622	0.216478	0.118957	0.664565	
Seg 12	817.039	85.4	0.50409	0.220422	0.283668	0	0.176747	0.823253	0		0.956319	0.0430982	0.000582453	0.21835	0.118813	0.662836	
Seg 13	825.024	85.4	0.500017	0.216001	0.284015	0	0.174687	0.825313	0		0.956495	0.0429172	0.000587385	0.22022	0.118668	0.661112	
Seg 14	833.025	85.4	0.496023	0.211661	0.284361	0	0.17264	0.82736	0		0.956668	0.04274	0.00059242	0.222089	0.118521	0.659391	
Seg 15	841.041	85.4	0.492106	0.207399	0.284707	0	0.170604	0.829396	0		0.956836	0.0425663	0.000597558	0.223955	0.118372	0.657673	
Seg 16	849.073	85.4	0.488265	0.203213	0.285051	0	0.168581	0.831419	0		0.957001	0.0423962	0.000602801	0.225819	0.118221	0.65596	
Seg 17	857.12	85.4	0.484497	0.199102	0.285395	0	0.166569	0.833431	0		0.957162	0.0422295	0.000608148	0.227682	0.118068	0.65425	
Seg 18	865.182	85.4	0.480801	0.195063	0.285738	0	0.164568	0.835432	0		0.95732	0.0420663	0.000613602	0.229542	0.117914	0.652544	
Seg 19	873.259	85.4	0.477175	0.191095	0.286081	0	0.162578	0.837422	0		0.957474	0.0419064	0.000619164	0.2314	0.117759	0.650841	
Seg 20	881.35	85.4	0.473618	0.187195	0.286423	0	0.160599	0.839401	0		0.957625	0.0417497	0.000624833	0.233256	0.117602	0.649142	
Seg 21	889.456	85.4	0.470127	0.183363	0.286764	0	0.15863	0.84137	0		0.957773	0.0415963	0.000630612	0.23511	0.117443	0.647447	
Seg 22	897.577	85.4	0.466701	0.179597	0.287105	0	0.156672	0.843328	0		0.957918	0.041446	0.000636501	0.236961	0.117283	0.645756	
Seg 23	905.712	85.4	0.463339	0.175894	0.287445	0	0.154723	0.845277	0		0.958059	0.0412988	0.000642501	0.23881	0.117122	0.644068	
Seg 24	913.861	85.4	0.460039	0.172254	0.287785	0	0.152783	0.847217	0		0.958197	0.0411546	0.000648615	0.240657	0.116959	0.642384	
Seg 25	922.025	85.4	0.4568	0.168676	0.288124	0	0.150853	0.849147	0		0.958332	0.0410134	0.000654842	0.242501	0.116795	0.640704	
Seg 26	930.202	85.4	0.45362	0.165157	0.288463	0	0.148932	0.851068	0		0.958464	0.0408751	0.000661184	0.244343	0.11663	0.639027	
Seg 27	938.393	85.4	0.450497	0.161696	0.288801	0	0.147019	0.852981	0		0.958593	0.0407396	0.000667642	0.246183	0.116464	0.637354	
Seg 28	946.599	85.4	0.447431	0.158292	0.289139	0	0.145115	0.854885	0		0.958719	0.040607	0.000674218	0.248019	0.116296	0.635684	
Seg 29	954.817	85.4	0.444421	0.154944	0.289477	0	0.14322	0.85678	0		0.958842	0.0404771	0.000680913	0.249854	0.116128	0.634018	
Seg 30	963.049	85.4	0.441464	0.151651	0.289814	0	0.141332	0.858668	0		0.958962	0.0403499	0.000687728	0.251686	0.115958	0.632356	
Seg 31	971.295	85.4	0.43856	0.14841	0.29015	0	0.139452	0.860548	0		0.95908	0.0402254	0.000694664	0.253515	0.115788	0.630697	
Seg 32	979.554	85.4	0.435708	0.145222	0.290486	0	0.13758	0.86242	0		0.959195	0.0401035	0.000701723	0.255342	0.115616	0.629042	
Seg 33	987.826	85.4	0.432906	0.142084	0.290822	0	0.135715	0.864285	0		0.959307	0.0399841	0.000708907	0.257166	0.115444	0.627391	
Seg 34	996.111	85.4	0.430154	0.138997	0.291157	0	0.133857	0.866143	0		0.959417	0.0398673	0.000716215	0.258987	0.115271	0.625743	
Seg 35	1004.41	85.4	0.42745	0.135958	0.291492	0	0.132006	0.867994	0		0.959523	0.0397529	0.000723651	0.260805	0.115096	0.624098	
Seg 36	1012.72	85.4	0.424793	0.132966	0.291827	0	0.130161	0.869839	0		0.959628	0.0396409	0.000731216	0.262621	0.114922	0.622457	
Seg 37	1021.04	85.4	0.422182	0.130021	0.292161	0	0.128322	0.871678	0		0.95973	0.0395313	0.00073891	0.264434	0.114746	0.62082	
Seg 38	1029.38	85.4	0.419616	0.127121	0.292495	0	0.12649	0.87351	0		0.959829	0.0394241	0.000746736	0.266244	0.114569	0.619186	
Seg 39	1037.73	85.4	0.417095	0.124266	0.292828	0	0.124664	0.875336	0		0.959926	0.0393191	0.000754694	0.268052	0.114392	0.617556	
Seg 40	1046.09	85.4	0.414617	0.121455	0.293162	0	0.122843	0.877157	0		0.960021	0.0392164	0.000762788	0.269856	0.114214	0.61593	
Seg 41	1054.47	85.4	0.412181	0.118686	0.293494	0	0.121027	0.878973	0		0.960113	0.039116	0.000771017	0.271658	0.114036	0.614306	
Seg 42	1062.85	85.4	0.409786	0.115959	0.293827	0	0.119217	0.880783	0		0.960203	0.0390177	0.000779384	0.273457	0.113857	0.612687	
Seg 43	1071.25	85.4	0.407433	0.113273	0.294159	0	0.117411	0.882589	0		0.960291	0.0389215	0.000787891	0.275252	0.113677	0.611071	
Seg 44	1079.66	85.4	0.405118	0.110627	0.294492	0	0.11561	0.88439	0		0.960376	0.0388275	0.000796538	0.277045	0.113496	0.609458	
Seg 45	1088.09	85.4	0.402843	0.10802	0.294824	0	0.113813	0.886187	0		0.960459	0.0387355	0.000805329	0.278835	0.113316	0.607849	
Seg 46	1096.52	85.4	0.400606	0.105451	0.295155	0	0.11202	0.88798	0		0.96054	0.0386455	0.000814264	0.280622	0.113134	0.606244	
Seg 47	1104.97	85.4	0.398406	0.102919	0.295487	0	0.110232	0.889768	0		0.960619	0.0385576	0.000823344	0.282406	0.112952	0.604642	
Seg 48	1113.43	85.4	0.396243	0.100425	0.295818	0	0.108446	0.891554	0		0.960696	0.0384716	0.000832573	0.284187	0.11277	0.603043	
Seg 49	1121.9	85.4	0.394116	0.0979659	0.29615	0	0.106664	0.893336	0		0.96077	0.0383876	0.000841952	0.285965	0.112587	0.601448	
Seg 50	1130.38	85.4	0.392023	0.0955422	0.296481	0	0.104886	0.895114	0		0.960843	0.0383054	0.000851482	0.28774	0.112404	0.599856	


0.384823 0.101735 0.513442 0.384823 0.101735 0.513442 0.954111 0.0453545 0.000534743 0.197674 0.12027 0.682056 0.954333 0.0451282 0.000538587 0.199555 0.12015 0.680294 0.954552 0.0449059 0.000542537 0.201441 0.120027 0.678531 0.954765 0.0446881 0.000546583 0.203326 0.119902 0.676772 0.954975 0.0444748 0.000550725 0.20521 0.119774 0.675017 0.955179 0.0442658 0.000554963 0.207092 0.119643 0.673265 0.95538 0.044061 0.000559298 0.208972 0.11951 0.671517 0.955576 0.0438605 0.00056373 0.210851 0.119375 0.669774 0.955768 0.043664 0.000568261 0.212729 0.119238 0.668034 0.955956 0.0434715 0.000572892 0.214604 0.119098 0.666297 0.956139 0.0432829 0.000577622 0.216478 0.118957 0.664565 0.956319 0.0430982 0.000582453 0.21835 0.118813 0.662836 0.956495 0.0429172 0.000587385 0.22022 0.118668 0.661112 0.956668 0.04274 0.00059242 0.222089 0.118521 0.659391 0.956836 0.0425663 0.000597558 0.223955 0.118372 0.657673 0.957001 0.0423962 0.000602801 0.225819 0.118221 0.65596 0.957162 0.0422295 0.000608148 0.227682 0.118068 0.65425 0.95732 0.0420663 0.000613602 0.229542 0.117914 0.652544 0.957474 0.0419064 0.000619164 0.2314 0.117759 0.650841 0.957625 0.0417497 0.000624833 0.233256 0.117602 0.649142 0.957773 0.0415963 0.000630612 0.23511 0.117443 0.647447 0.957918 0.041446 0.000636501 0.236961 0.117283 0.645756 0.958059 0.0412988 0.000642501 0.23881 0.117122 0.644068 0.958197 0.0411546 0.000648615 0.240657 0.116959 0.642384 0.958332 0.0410134 0.000654842 0.242501 0.116795 0.640704 0.958464 0.0408751 0.000661184 0.244343 0.11663 0.639027 0.958593 0.0407396 0.000667642 0.246183 0.116464 0.637354 0.958719 0.040607 0.000674218 0.248019 0.116296 0.635684 0.958842 0.0404771 0.000680913 0.249854 0.116128 0.634018 0.958962 0.0403499 0.000687728 0.251686 0.115958 0.632356 0.95908 0.0402254 0.000694664 0.253515 0.115788 0.630697 0.959195 0.0401035 0.000701723 0.255342 0.115616 0.629042 0.959307 0.0399841 0.000708907 0.257166 0.115444 0.627391 0.959417 0.0398673 0.000716215 0.258987 0.115271 0.625743 0.959523 0.0397529 0.000723651 0.260805 0.115096 0.624098 0.959628 0.0396409 0.000731216 0.262621 0.114922 0.622457 0.95973 0.0395313 0.00073891 0.264434 0.114746 0.62082 0.959829 0.0394241 0.000746736 0.266244 0.114569 0.619186 0.959926 0.0393191 0.000754694 0.268052 0.114392 0.617556 0.960021 0.0392164 0.000762788 0.269856 0.114214 0.61593 0.960113 0.039116 0.000771017 0.271658 0.114036 0.614306 0.960203 0.0390177 0.000779384 0.273457 0.113857 0.612687 0.960291 0.0389215 0.000787891 0.275252 0.113677 0.611071 0.960376 0.0388275 0.000796538 0.277045 0.113496 0.609458 0.960459 0.0387355 0.000805329 0.278835 0.113316 0.607849 0.96054 0.0386455 0.000814264 0.280622 0.113134 0.606244 0.960619 0.0385576 0.000823344 0.282406 0.112952 0.604642 0.960696 0.0384716 0.000832573 0.284187 0.11277 0.603043 0.96077 0.0383876 0.000841952 0.285965 0.112587 0.601448 0.960843 0.0383054 0.000851482 0.28774 0.112404 0.599856 0.0781656 	725.189   	85.4      	13.0451   	2309.28   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	2.93474	2.93474	0	0	1	0	0		0.386181	0.101565	0.512254	0.386181	0.101565	0.512254	
Seg 1	730.28	85.4	0.47945	0.238852	0.240598	0	0.49818	0.50182	0		0.954126	0.0453388	0.000534736	0.197669	0.120228	0.682103	
Seg 2	738.159	85.4	0.474994	0.234155	0.24084	0	0.189251	0.810749	0		0.954351	0.04511	0.00053863	0.199575	0.120107	0.680318	
Seg 3	746.078	85.4	0.47062	0.22952	0.2411	0	0.184508	0.815492	0		0.954572	0.0448853	0.000542632	0.201485	0.119983	0.678532	
Seg 4	754.014	85.4	0.466337	0.224976	0.241361	0	0.182441	0.817559	0		0.954788	0.0446652	0.000546731	0.203393	0.119857	0.67675	
Seg 5	761.965	85.4	0.462144	0.220522	0.241621	0	0.180403	0.819597	0		0.954999	0.0444498	0.000550927	0.2053	0.119728	0.674972	
Seg 6	769.932	85.4	0.458038	0.216155	0.241882	0	0.178381	0.821619	0		0.955206	0.0442388	0.000555221	0.207204	0.119596	0.673199	
Seg 7	777.915	85.4	0.454016	0.211873	0.242144	0	0.176373	0.823627	0		0.955408	0.0440323	0.000559614	0.209107	0.119462	0.671431	
Seg 8	785.912	85.4	0.450077	0.207672	0.242405	0	0.174379	0.825621	0		0.955606	0.04383	0.000564105	0.211007	0.119326	0.669666	
Seg 9	793.925	85.4	0.446218	0.203552	0.242666	0	0.1724	0.8276	0		0.955799	0.043632	0.000568697	0.212906	0.119188	0.667906	
Seg 10	801.953	85.4	0.442437	0.199509	0.242928	0	0.170434	0.829566	0		0.955989	0.0434381	0.000573388	0.214802	0.119048	0.66615	
Seg 11	809.996	85.4	0.438733	0.195543	0.24319	0	0.168481	0.831519	0		0.956174	0.0432482	0.000578182	0.216697	0.118905	0.664398	
Seg 12	818.053	85.4	0.435102	0.19165	0.243452	0	0.166541	0.833459	0		0.956355	0.0430622	0.000583077	0.218589	0.11876	0.662651	
Seg 13	826.125	85.4	0.431544	0.187829	0.243714	0	0.164614	0.835386	0		0.956532	0.0428802	0.000588075	0.220478	0.118614	0.660908	
Seg 14	834.211	85.4	0.428055	0.184078	0.243977	0	0.162699	0.837301	0		0.956705	0.0427019	0.000593177	0.222366	0.118466	0.659169	
Seg 15	842.311	85.4	0.424636	0.180396	0.24424	0	0.160796	0.839204	0		0.956874	0.0425273	0.000598383	0.224251	0.118316	0.657434	
Seg 16	850.425	85.4	0.421283	0.17678	0.244503	0	0.158905	0.841095	0		0.95704	0.0423564	0.000603695	0.226133	0.118164	0.655703	
Seg 17	858.554	85.4	0.417995	0.173229	0.244766	0	0.157025	0.842975	0		0.957202	0.042189	0.000609113	0.228014	0.11801	0.653976	
Seg 18	866.696	85.4	0.41477	0.169741	0.245029	0	0.155157	0.844843	0		0.95736	0.0420251	0.000614639	0.229891	0.117855	0.652254	
Seg 19	874.851	85.4	0.411608	0.166315	0.245293	0	0.153299	0.846701	0		0.957515	0.0418646	0.000620273	0.231766	0.117699	0.650535	
Seg 20	883.02	85.4	0.408505	0.162949	0.245557	0	0.151452	0.848548	0		0.957667	0.0417074	0.000626017	0.233639	0.11754	0.648821	
Seg 21	891.203	85.4	0.405462	0.159641	0.245821	0	0.149615	0.850385	0		0.957815	0.0415535	0.000631871	0.235509	0.117381	0.64711	
Seg 22	899.399	85.4	0.402476	0.156391	0.246086	0	0.147788	0.852212	0		0.957959	0.0414029	0.000637837	0.237376	0.11722	0.645404	
Seg 23	907.607	85.4	0.399547	0.153196	0.24635	0	0.145971	0.854029	0		0.958101	0.0412554	0.000643915	0.239241	0.117057	0.643702	
Seg 24	915.829	85.4	0.396672	0.150056	0.246615	0	0.144163	0.855837	0		0.958239	0.0411109	0.000650107	0.241102	0.116894	0.642004	
Seg 25	924.064	85.4	0.39385	0.146969	0.246881	0	0.142364	0.857636	0		0.958374	0.0409695	0.000656414	0.242961	0.116729	0.64031	
Seg 26	932.311	85.4	0.391081	0.143934	0.247146	0	0.140574	0.859426	0		0.958506	0.0408311	0.000662838	0.244818	0.116563	0.638619	
Seg 27	940.571	85.4	0.388362	0.14095	0.247412	0	0.138793	0.861207	0		0.958635	0.0406956	0.000669378	0.246671	0.116396	0.636933	
Seg 28	948.844	85.4	0.385693	0.138015	0.247678	0	0.137021	0.862979	0		0.958761	0.0405629	0.000676037	0.248522	0.116227	0.635251	
Seg 29	957.129	85.4	0.383073	0.135129	0.247945	0	0.135256	0.864744	0		0.958884	0.0404331	0.000682816	0.250369	0.116058	0.633573	
Seg 30	965.426	85.4	0.380501	0.132289	0.248211	0	0.1335	0.8665	0		0.959004	0.0403059	0.000689716	0.252214	0.115887	0.631899	
Seg 31	973.735	85.4	0.377975	0.129496	0.248478	0	0.131751	0.868249	0		0.959122	0.0401815	0.000696739	0.254056	0.115716	0.630228	
Seg 32	982.057	85.4	0.375494	0.126748	0.248746	0	0.130009	0.869991	0		0.959236	0.0400597	0.000703885	0.255894	0.115544	0.628562	
Seg 33	990.39	85.4	0.373057	0.124044	0.249013	0	0.128275	0.871725	0		0.959348	0.0399406	0.000711157	0.25773	0.11537	0.626899	
Seg 34	998.736	85.4	0.370664	0.121383	0.249281	0	0.126547	0.873453	0		0.959458	0.0398239	0.000718555	0.259563	0.115196	0.625241	
Seg 35	1007.09	85.4	0.368313	0.118763	0.24955	0	0.124827	0.875173	0		0.959564	0.0397098	0.000726081	0.261393	0.115021	0.623586	
Seg 36	1015.46	85.4	0.366004	0.116185	0.249818	0	0.123112	0.876888	0		0.959668	0.0395981	0.000733736	0.263219	0.114846	0.621935	
Seg 37	1023.84	85.4	0.363735	0.113648	0.250087	0	0.121404	0.878596	0		0.95977	0.0394888	0.000741522	0.265043	0.114669	0.620288	
Seg 38	1032.23	85.4	0.361506	0.111149	0.250357	0	0.119702	0.880298	0		0.959869	0.0393819	0.000749441	0.266863	0.114492	0.618645	
Seg 39	1040.64	85.4	0.359315	0.108689	0.250626	0	0.118006	0.881994	0		0.959965	0.0392773	0.000757494	0.26868	0.114314	0.617006	
Seg 40	1049.05	85.4	0.357162	0.106266	0.250896	0	0.116315	0.883685	0		0.960059	0.039175	0.000765682	0.270494	0.114135	0.615371	
Seg 41	1057.48	85.4	0.355047	0.103881	0.251166	0	0.114629	0.885371	0		0.960151	0.039075	0.000774007	0.272305	0.113956	0.613739	
Seg 42	1065.91	85.4	0.352968	0.101531	0.251437	0	0.112949	0.887051	0		0.96024	0.0389771	0.00078247	0.274112	0.113776	0.612112	
Seg 43	1074.36	85.4	0.350924	0.0992161	0.251708	0	0.111273	0.888727	0		0.960328	0.0388814	0.000791074	0.275917	0.113596	0.610488	
Seg 44	1082.82	85.4	0.348915	0.0969359	0.251979	0	0.109602	0.890398	0		0.960412	0.0387878	0.000799819	0.277718	0.113415	0.608868	
Seg 45	1091.29	85.4	0.346941	0.0946894	0.252251	0	0.107935	0.892065	0		0.960495	0.0386964	0.000808709	0.279515	0.113233	0.607251	
Seg 46	1099.77	85.4	0.344999	0.0924759	0.252523	0	0.106272	0.893728	0		0.960575	0.0386069	0.000817743	0.28131	0.113051	0.605639	
Seg 47	1108.26	85.4	0.34309	0.0902947	0.252796	0	0.104613	0.895387	0		0.960654	0.0385195	0.000826924	0.283101	0.112869	0.60403	
Seg 48	1116.77	85.4	0.341213	0.0881451	0.253068	0	0.102957	0.897043	0		0.96073	0.038434	0.000836254	0.284889	0.112686	0.602425	
Seg 49	1125.28	85.4	0.339368	0.0860264	0.253342	0	0.101305	0.898695	0		0.960804	0.0383505	0.000845734	0.286673	0.112503	0.600824	
Seg 50	1133.8	85.4	0.337553	0.0839381	0.253615	0	0.0996566	0.900343	0		0.960876	0.038269	0.000855367	0.288455	0.112319	0.599226	


0.386181 0.101565 0.512254 0.386181 0.101565 0.512254 0.954126 0.0453388 0.000534736 0.197669 0.120228 0.682103 0.954351 0.04511 0.00053863 0.199575 0.120107 0.680318 0.954572 0.0448853 0.000542632 0.201485 0.119983 0.678532 0.954788 0.0446652 0.000546731 0.203393 0.119857 0.67675 0.954999 0.0444498 0.000550927 0.2053 0.119728 0.674972 0.955206 0.0442388 0.000555221 0.207204 0.119596 0.673199 0.955408 0.0440323 0.000559614 0.209107 0.119462 0.671431 0.955606 0.04383 0.000564105 0.211007 0.119326 0.669666 0.955799 0.043632 0.000568697 0.212906 0.119188 0.667906 0.955989 0.0434381 0.000573388 0.214802 0.119048 0.66615 0.956174 0.0432482 0.000578182 0.216697 0.118905 0.664398 0.956355 0.0430622 0.000583077 0.218589 0.11876 0.662651 0.956532 0.0428802 0.000588075 0.220478 0.118614 0.660908 0.956705 0.0427019 0.000593177 0.222366 0.118466 0.659169 0.956874 0.0425273 0.000598383 0.224251 0.118316 0.657434 0.95704 0.0423564 0.000603695 0.226133 0.118164 0.655703 0.957202 0.042189 0.000609113 0.228014 0.11801 0.653976 0.95736 0.0420251 0.000614639 0.229891 0.117855 0.652254 0.957515 0.0418646 0.000620273 0.231766 0.117699 0.650535 0.957667 0.0417074 0.000626017 0.233639 0.11754 0.648821 0.957815 0.0415535 0.000631871 0.235509 0.117381 0.64711 0.957959 0.0414029 0.000637837 0.237376 0.11722 0.645404 0.958101 0.0412554 0.000643915 0.239241 0.117057 0.643702 0.958239 0.0411109 0.000650107 0.241102 0.116894 0.642004 0.958374 0.0409695 0.000656414 0.242961 0.116729 0.64031 0.958506 0.0408311 0.000662838 0.244818 0.116563 0.638619 0.958635 0.0406956 0.000669378 0.246671 0.116396 0.636933 0.958761 0.0405629 0.000676037 0.248522 0.116227 0.635251 0.958884 0.0404331 0.000682816 0.250369 0.116058 0.633573 0.959004 0.0403059 0.000689716 0.252214 0.115887 0.631899 0.959122 0.0401815 0.000696739 0.254056 0.115716 0.630228 0.959236 0.0400597 0.000703885 0.255894 0.115544 0.628562 0.959348 0.0399406 0.000711157 0.25773 0.11537 0.626899 0.959458 0.0398239 0.000718555 0.259563 0.115196 0.625241 0.959564 0.0397098 0.000726081 0.261393 0.115021 0.623586 0.959668 0.0395981 0.000733736 0.263219 0.114846 0.621935 0.95977 0.0394888 0.000741522 0.265043 0.114669 0.620288 0.959869 0.0393819 0.000749441 0.266863 0.114492 0.618645 0.959965 0.0392773 0.000757494 0.26868 0.114314 0.617006 0.960059 0.039175 0.000765682 0.270494 0.114135 0.615371 0.960151 0.039075 0.000774007 0.272305 0.113956 0.613739 0.96024 0.0389771 0.00078247 0.274112 0.113776 0.612112 0.960328 0.0388814 0.000791074 0.275917 0.113596 0.610488 0.960412 0.0387878 0.000799819 0.277718 0.113415 0.608868 0.960495 0.0386964 0.000808709 0.279515 0.113233 0.607251 0.960575 0.0386069 0.000817743 0.28131 0.113051 0.605639 0.960654 0.0385195 0.000826924 0.283101 0.112869 0.60403 0.96073 0.038434 0.000836254 0.284889 0.112686 0.602425 0.960804 0.0383505 0.000845734 0.286673 0.112503 0.600824 0.960876 0.038269 0.000855367 0.288455 0.112319 0.599226 0.145664  	725.189   	85.4      	11.3731   	1991.59   	
