Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
0.387718 0.101381 0.510901 0.387718 0.101381 0.510901 0.95414 0.0453251 0.000534725 0.197662 0.12019 0.682147 0.95439 0.0450706 0.000539074 0.199788 0.120056 0.680156 0.954634 0.0448221 0.000543539 0.20191 0.119919 0.678171 0.954872 0.0445797 0.000548116 0.204027 0.119779 0.676195 0.955104 0.0443433 0.000552807 0.206138 0.119635 0.674227 0.95533 0.0441127 0.00055761 0.208244 0.119489 0.672267 0.95555 0.0438877 0.000562528 0.210344 0.119341 0.670315 0.955764 0.0436682 0.00056756 0.212439 0.11919 0.668371 0.955973 0.043454 0.000572706 0.214529 0.119036 0.666435 0.956177 0.0432451 0.000577968 0.216613 0.11888 0.664507 0.956375 0.0430412 0.000583345 0.218691 0.118722 0.662587 0.956569 0.0428422 0.00058884 0.220764 0.118562 0.660674 0.956758 0.042648 0.000594451 0.222831 0.1184 0.658769 0.956941 0.0424585 0.000600181 0.224892 0.118236 0.656871 0.95712 0.0422736 0.00060603 0.226948 0.11807 0.654981 0.957295 0.042093 0.000611998 0.228999 0.117903 0.653099 0.957465 0.0419168 0.000618087 0.231043 0.117734 0.651223 0.957631 0.0417449 0.000624297 0.233082 0.117563 0.649355 0.957792 0.041577 0.00063063 0.235115 0.11739 0.647494 0.95795 0.0414131 0.000637086 0.237143 0.117217 0.64564 0.958103 0.0412532 0.000643666 0.239165 0.117041 0.643794 0.958253 0.0410971 0.000650372 0.241181 0.116865 0.641954 0.958398 0.0409447 0.000657204 0.243192 0.116687 0.640121 0.95854 0.0407959 0.000664163 0.245197 0.116508 0.638295 0.958678 0.0406507 0.000671252 0.247196 0.116328 0.636476 0.958813 0.0405089 0.00067847 0.249189 0.116147 0.634664 0.958944 0.0403706 0.000685819 0.251177 0.115965 0.632858 0.959071 0.0402355 0.0006933 0.253159 0.115782 0.63106 0.959195 0.0401037 0.000700917 0.255135 0.115598 0.629267 0.959316 0.0399749 0.000708672 0.257107 0.115413 0.62748 0.959434 0.0398493 0.000716565 0.259074 0.115227 0.625699 0.959549 0.0397266 0.000724597 0.261035 0.11504 0.623925 0.95966 0.0396068 0.000732771 0.262991 0.114853 0.622156 0.959769 0.0394899 0.000741088 0.264942 0.114665 0.620393 0.959875 0.0393758 0.000749548 0.266888 0.114476 0.618636 0.959977 0.0392644 0.000758154 0.268828 0.114287 0.616886 0.960077 0.0391558 0.000766907 0.270763 0.114097 0.615141 0.960174 0.0390497 0.000775808 0.272693 0.113906 0.613401 0.960269 0.0389463 0.00078486 0.274617 0.113715 0.611668 0.960361 0.0388454 0.000794062 0.276536 0.113523 0.609941 0.96045 0.0387469 0.000803418 0.278449 0.113331 0.608219 0.960536 0.0386509 0.000812928 0.280358 0.113139 0.606504 0.96062 0.0385572 0.000822594 0.282261 0.112946 0.604794 0.960702 0.0384658 0.000832418 0.284158 0.112753 0.603089 0.960781 0.0383768 0.000842401 0.28605 0.112559 0.601391 0.960858 0.0382899 0.000852545 0.287936 0.112365 0.599698 0.960932 0.0382053 0.000862852 0.289818 0.112171 0.598011 0.961004 0.0381228 0.000873323 0.291693 0.111977 0.59633 0.961074 0.0380424 0.000883961 0.293563 0.111783 0.594654 0.961141 0.0379641 0.000894766 0.295428 0.111588 0.592984 347.825   	725.189   	85.4      	2.9002    	507.411   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	0.646087	0.646087	0	0	1	0	0		0.387832	0.101369	0.5108	0.387832	0.101369	0.5108	
Seg 1	730.247	85.4	0.106022	0.0531272	0.0528952	0	0.501094	0.498906	0		0.954141	0.0453245	0.000534724	0.197662	0.120189	0.682149	
Seg 2	739.036	85.4	0.104923	0.0519991	0.0529238	0	0.0870636	0.912936	0		0.954391	0.0450699	0.000539074	0.199788	0.120055	0.680157	
Seg 3	747.841	85.4	0.10385	0.0508698	0.0529799	0	0.084977	0.915023	0		0.954635	0.0448213	0.00054354	0.201911	0.119917	0.678172	
Seg 4	756.652	85.4	0.102803	0.0497675	0.0530355	0	0.0838403	0.91616	0		0.954873	0.0445789	0.000548119	0.204028	0.119777	0.676195	
Seg 5	765.47	85.4	0.101782	0.0486908	0.0530911	0	0.0827182	0.917282	0		0.955105	0.0443425	0.000552811	0.20614	0.119634	0.674226	
Seg 6	774.293	85.4	0.100785	0.0476387	0.0531467	0	0.0816092	0.918391	0		0.955331	0.0441118	0.000557616	0.208247	0.119488	0.672266	
Seg 7	783.123	85.4	0.099813	0.0466105	0.0532024	0	0.0805129	0.919487	0		0.955551	0.0438868	0.000562535	0.210348	0.119339	0.670313	
Seg 8	791.958	85.4	0.0988636	0.0456055	0.0532581	0	0.079429	0.920571	0		0.955765	0.0436673	0.000567569	0.212443	0.119188	0.668369	
Seg 9	800.799	85.4	0.0979367	0.0446228	0.0533139	0	0.0783571	0.921643	0		0.955974	0.0434531	0.000572717	0.214533	0.119035	0.666433	
Seg 10	809.646	85.4	0.0970315	0.0436617	0.0533697	0	0.0772969	0.922703	0		0.956178	0.0432441	0.00057798	0.216617	0.118879	0.664504	
Seg 11	818.498	85.4	0.0961473	0.0427217	0.0534256	0	0.0762481	0.923752	0		0.956376	0.0430402	0.000583359	0.218696	0.118721	0.662583	
Seg 12	827.356	85.4	0.0952834	0.0418019	0.0534815	0	0.0752103	0.92479	0		0.95657	0.0428412	0.000588855	0.220769	0.118561	0.66067	
Seg 13	836.218	85.4	0.0944393	0.0409018	0.0535375	0	0.0741832	0.925817	0		0.956759	0.042647	0.000594469	0.222837	0.118399	0.658764	
Seg 14	845.086	85.4	0.0936143	0.0400208	0.0535935	0	0.0731667	0.926833	0		0.956942	0.0424575	0.0006002	0.224899	0.118235	0.656866	
Seg 15	853.959	85.4	0.0928079	0.0391582	0.0536496	0	0.0721603	0.92784	0		0.957121	0.0422725	0.000606051	0.226956	0.118069	0.654976	
Seg 16	862.837	85.4	0.0920194	0.0383136	0.0537058	0	0.0711637	0.928836	0		0.957296	0.042092	0.000612021	0.229006	0.117901	0.653093	
Seg 17	871.72	85.4	0.0912484	0.0374864	0.053762	0	0.0701769	0.929823	0		0.957466	0.0419158	0.000618111	0.231051	0.117732	0.651217	
Seg 18	880.607	85.4	0.0904943	0.0366761	0.0538183	0	0.0691993	0.930801	0		0.957632	0.0417438	0.000624323	0.233091	0.117561	0.649348	
Seg 19	889.499	85.4	0.0897567	0.0358821	0.0538746	0	0.0682309	0.931769	0		0.957793	0.0415759	0.000630658	0.235124	0.117389	0.647487	
Seg 20	898.395	85.4	0.0890351	0.035104	0.053931	0	0.0672714	0.932729	0		0.957951	0.041412	0.000637116	0.237152	0.117215	0.645633	
Seg 21	907.296	85.4	0.0883289	0.0343414	0.0539875	0	0.0663204	0.93368	0		0.958104	0.0412521	0.000643698	0.239175	0.11704	0.643786	
Seg 22	916.2	85.4	0.0876379	0.0335938	0.0540441	0	0.0653779	0.934622	0		0.958254	0.041096	0.000650406	0.241191	0.116863	0.641945	
Seg 23	925.11	85.4	0.0869615	0.0328607	0.0541007	0	0.0644435	0.935557	0		0.958399	0.0409436	0.00065724	0.243202	0.116685	0.640112	
Seg 24	934.023	85.4	0.0862993	0.0321418	0.0541574	0	0.063517	0.936483	0		0.958541	0.0407948	0.000664201	0.245207	0.116507	0.638286	
Seg 25	942.94	85.4	0.0856509	0.0314367	0.0542142	0	0.0625982	0.937402	0		0.958679	0.0406496	0.000671292	0.247207	0.116326	0.636467	
Seg 26	951.861	85.4	0.0850161	0.030745	0.0542711	0	0.061687	0.938313	0		0.958814	0.0405079	0.000678512	0.249201	0.116145	0.634654	
Seg 27	960.786	85.4	0.0843943	0.0300662	0.054328	0	0.060783	0.939217	0		0.958945	0.0403695	0.000685863	0.251188	0.115963	0.632848	
Seg 28	969.715	85.4	0.0837852	0.0293921	0.0543931	0	0.0598278	0.940172	0		0.959072	0.0402345	0.000693347	0.253171	0.11578	0.631049	
Seg 29	978.65	85.4	0.0831884	0.0287386	0.0544498	0	0.0586168	0.941383	0		0.959196	0.0401026	0.000700966	0.255148	0.115596	0.629256	
Seg 30	987.592	85.4	0.0826035	0.0280968	0.0545066	0	0.0574235	0.942576	0		0.959317	0.0399739	0.000708722	0.25712	0.115411	0.627469	
Seg 31	996.54	85.4	0.0820301	0.0274666	0.0545636	0	0.0562477	0.943752	0		0.959435	0.0398482	0.000716617	0.259087	0.115225	0.625688	
Seg 32	1005.49	85.4	0.0814681	0.0268475	0.0546206	0	0.055089	0.944911	0		0.95955	0.0397255	0.000724652	0.261048	0.115039	0.623913	
Seg 33	1014.45	85.4	0.0809171	0.0262393	0.0546778	0	0.053947	0.946053	0		0.959661	0.0396058	0.000732828	0.263005	0.114851	0.622144	
Seg 34	1023.42	85.4	0.0803769	0.0256418	0.0547351	0	0.0528213	0.947179	0		0.95977	0.0394889	0.000741147	0.264956	0.114663	0.620381	
Seg 35	1032.39	85.4	0.0798471	0.0250546	0.0547925	0	0.0517116	0.948288	0		0.959876	0.0393748	0.000749609	0.266901	0.114474	0.618624	
Seg 36	1041.36	85.4	0.0793276	0.0244775	0.0548501	0	0.0506176	0.949382	0		0.959978	0.0392635	0.000758217	0.268842	0.114285	0.616873	
Seg 37	1050.35	85.4	0.0788181	0.0239103	0.0549078	0	0.0495389	0.950461	0		0.960078	0.0391548	0.000766973	0.270777	0.114095	0.615128	
Seg 38	1059.33	85.4	0.0783183	0.0233528	0.0549655	0	0.0484751	0.951525	0		0.960175	0.0390488	0.000775876	0.272707	0.113904	0.613389	
Seg 39	1068.32	85.4	0.077828	0.0228046	0.0550235	0	0.047426	0.952574	0		0.96027	0.0389454	0.000784929	0.274632	0.113713	0.611655	
Seg 40	1077.32	85.4	0.0773471	0.0222655	0.0550815	0	0.0463912	0.953609	0		0.960361	0.0388444	0.000794134	0.276551	0.113521	0.609928	
Seg 41	1086.31	85.4	0.0768751	0.0217354	0.0551397	0	0.0453705	0.95463	0		0.960451	0.038746	0.000803492	0.278465	0.113329	0.608206	
Seg 42	1095.32	85.4	0.076412	0.0212141	0.055198	0	0.0443634	0.955637	0		0.960537	0.03865	0.000813004	0.280373	0.113137	0.60649	
Seg 43	1104.33	85.4	0.0759576	0.0207012	0.0552564	0	0.0433698	0.95663	0		0.960621	0.0385563	0.000822673	0.282276	0.112944	0.60478	
Seg 44	1113.34	85.4	0.0755116	0.0201967	0.0553149	0	0.0423894	0.957611	0		0.960703	0.038465	0.000832499	0.284173	0.112751	0.603076	
Seg 45	1122.35	85.4	0.0750738	0.0197002	0.0553736	0	0.0414218	0.958578	0		0.960782	0.0383759	0.000842484	0.286066	0.112557	0.601377	
Seg 46	1131.37	85.4	0.0746441	0.0192117	0.0554324	0	0.0404668	0.959533	0		0.960858	0.0382891	0.000852631	0.287952	0.112364	0.599684	
Seg 47	1140.4	85.4	0.0742223	0.018731	0.0554913	0	0.0395242	0.960476	0		0.960933	0.0382045	0.00086294	0.289833	0.11217	0.597997	
Seg 48	1149.42	85.4	0.0738082	0.0182578	0.0555504	0	0.0385936	0.961406	0		0.961005	0.038122	0.000873413	0.291709	0.111975	0.596316	
Seg 49	1158.45	85.4	0.0734015	0.0177919	0.0556096	0	0.0376749	0.962325	0		0.961074	0.0380416	0.000884053	0.293579	0.111781	0.59464	
Seg 50	1167.49	85.4	0.0730023	0.0173333	0.0556689	0	0.0367678	0.963232	0		0.961142	0.0379633	0.00089486	0.295444	0.111586	0.59297	


0.387832 0.101369 0.5108 0.387832 0.101369 0.5108 0.954141 0.0453245 0.000534724 0.197662 0.120189 0.682149 0.954391 0.0450699 0.000539074 0.199788 0.120055 0.680157 0.954635 0.0448213 0.00054354 0.201911 0.119917 0.678172 0.954873 0.0445789 0.000548119 0.204028 0.119777 0.676195 0.955105 0.0443425 0.000552811 0.20614 0.119634 0.674226 0.955331 0.0441118 0.000557616 0.208247 0.119488 0.672266 0.955551 0.0438868 0.000562535 0.210348 0.119339 0.670313 0.955765 0.0436673 0.000567569 0.212443 0.119188 0.668369 0.955974 0.0434531 0.000572717 0.214533 0.119035 0.666433 0.956178 0.0432441 0.00057798 0.216617 0.118879 0.664504 0.956376 0.0430402 0.000583359 0.218696 0.118721 0.662583 0.95657 0.0428412 0.000588855 0.220769 0.118561 0.66067 0.956759 0.042647 0.000594469 0.222837 0.118399 0.658764 0.956942 0.0424575 0.0006002 0.224899 0.118235 0.656866 0.957121 0.0422725 0.000606051 0.226956 0.118069 0.654976 0.957296 0.042092 0.000612021 0.229006 0.117901 0.653093 0.957466 0.0419158 0.000618111 0.231051 0.117732 0.651217 0.957632 0.0417438 0.000624323 0.233091 0.117561 0.649348 0.957793 0.0415759 0.000630658 0.235124 0.117389 0.647487 0.957951 0.041412 0.000637116 0.237152 0.117215 0.645633 0.958104 0.0412521 0.000643698 0.239175 0.11704 0.643786 0.958254 0.041096 0.000650406 0.241191 0.116863 0.641945 0.958399 0.0409436 0.00065724 0.243202 0.116685 0.640112 0.958541 0.0407948 0.000664201 0.245207 0.116507 0.638286 0.958679 0.0406496 0.000671292 0.247207 0.116326 0.636467 0.958814 0.0405079 0.000678512 0.249201 0.116145 0.634654 0.958945 0.0403695 0.000685863 0.251188 0.115963 0.632848 0.959072 0.0402345 0.000693347 0.253171 0.11578 0.631049 0.959196 0.0401026 0.000700966 0.255148 0.115596 0.629256 0.959317 0.0399739 0.000708722 0.25712 0.115411 0.627469 0.959435 0.0398482 0.000716617 0.259087 0.115225 0.625688 0.95955 0.0397255 0.000724652 0.261048 0.115039 0.623913 0.959661 0.0396058 0.000732828 0.263005 0.114851 0.622144 0.95977 0.0394889 0.000741147 0.264956 0.114663 0.620381 0.959876 0.0393748 0.000749609 0.266901 0.114474 0.618624 0.959978 0.0392635 0.000758217 0.268842 0.114285 0.616873 0.960078 0.0391548 0.000766973 0.270777 0.114095 0.615128 0.960175 0.0390488 0.000775876 0.272707 0.113904 0.613389 0.96027 0.0389454 0.000784929 0.274632 0.113713 0.611655 0.960361 0.0388444 0.000794134 0.276551 0.113521 0.609928 0.960451 0.038746 0.000803492 0.278465 0.113329 0.608206 0.960537 0.03865 0.000813004 0.280373 0.113137 0.60649 0.960621 0.0385563 0.000822673 0.282276 0.112944 0.60478 0.960703 0.038465 0.000832499 0.284173 0.112751 0.603076 0.960782 0.0383759 0.000842484 0.286066 0.112557 0.601377 0.960858 0.0382891 0.000852631 0.287952 0.112364 0.599684 0.960933 0.0382045 0.00086294 0.289833 0.11217 0.597997 0.961005 0.038122 0.000873413 0.291709 0.111975 0.596316 0.961074 0.0380416 0.000884053 0.293579 0.111781 0.59464 0.961142 0.0379633 0.00089486 0.295444 0.111586 0.59297 350.825   	725.189   	85.4      	2.88906   	505.17    	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	0.642995	0.642995	0	0	1	0	0		0.387943	0.101356	0.510701	0.387943	0.101356	0.510701	
Seg 1	730.245	85.4	0.105541	0.0529067	0.0526346	0	0.501289	0.498711	0		0.954141	0.0453239	0.000534724	0.197662	0.120187	0.682152	
Seg 2	739.037	85.4	0.104446	0.05174	0.0527063	0	0.0868044	0.913196	0		0.954392	0.0450692	0.000539074	0.199788	0.120053	0.680159	
Seg 3	747.844	85.4	0.103378	0.0506184	0.0527593	0	0.0847267	0.915273	0		0.954636	0.0448207	0.000543541	0.201911	0.119915	0.678174	
Seg 4	756.657	85.4	0.102335	0.0495224	0.052813	0	0.0835939	0.916406	0		0.954874	0.0445783	0.00054812	0.204028	0.119775	0.676196	
Seg 5	765.477	85.4	0.101319	0.0484518	0.0528668	0	0.0824757	0.917524	0		0.955105	0.0443418	0.000552813	0.206141	0.119632	0.674227	
Seg 6	774.302	85.4	0.100326	0.0474057	0.0529207	0	0.0813706	0.918629	0		0.955331	0.0441112	0.000557618	0.208247	0.119486	0.672267	
Seg 7	783.134	85.4	0.0993581	0.0463834	0.0529747	0	0.0802781	0.919722	0		0.955551	0.0438861	0.000562538	0.210348	0.119338	0.670314	
Seg 8	791.972	85.4	0.0984129	0.0453841	0.0530288	0	0.0791979	0.920802	0		0.955766	0.0436666	0.000567571	0.212444	0.119186	0.668369	
Seg 9	800.815	85.4	0.0974899	0.044407	0.0530829	0	0.0781298	0.92187	0		0.955975	0.0434525	0.00057272	0.214534	0.119033	0.666433	
Seg 10	809.663	85.4	0.0965886	0.0434515	0.0531371	0	0.0770733	0.922927	0		0.956179	0.0432435	0.000577984	0.216619	0.118877	0.664504	
Seg 11	818.517	85.4	0.0957082	0.0425167	0.0531914	0	0.0760281	0.923972	0		0.956377	0.0430395	0.000583364	0.218698	0.118719	0.662583	
Seg 12	827.377	85.4	0.0948481	0.0416022	0.0532459	0	0.074994	0.925006	0		0.956571	0.0428406	0.000588861	0.220771	0.118559	0.660669	
Seg 13	836.241	85.4	0.0940076	0.0407072	0.0533004	0	0.0739706	0.926029	0		0.956759	0.0426464	0.000594475	0.222839	0.118397	0.658764	
Seg 14	845.111	85.4	0.0931861	0.0398312	0.053355	0	0.0729576	0.927042	0		0.956943	0.0424568	0.000600207	0.224901	0.118233	0.656865	
Seg 15	853.986	85.4	0.0923832	0.0389735	0.0534096	0	0.0719547	0.928045	0		0.957122	0.0422719	0.000606058	0.226958	0.118067	0.654975	
Seg 16	862.865	85.4	0.0915981	0.0381337	0.0534644	0	0.0709617	0.929038	0		0.957297	0.0420913	0.000612028	0.229009	0.1179	0.653091	
Seg 17	871.75	85.4	0.0908305	0.0373111	0.0535193	0	0.0699784	0.930022	0		0.957467	0.0419151	0.00061812	0.231054	0.117731	0.651215	
Seg 18	880.639	85.4	0.0900797	0.0365054	0.0535743	0	0.0690043	0.930996	0		0.957633	0.0417432	0.000624333	0.233094	0.11756	0.649346	
Seg 19	889.532	85.4	0.0893453	0.0357159	0.0536294	0	0.0680393	0.931961	0		0.957794	0.0415753	0.000630668	0.235128	0.117387	0.647485	
Seg 20	898.43	85.4	0.0886268	0.0349422	0.0536846	0	0.0670832	0.932917	0		0.957951	0.0414114	0.000637127	0.237156	0.117214	0.645631	
Seg 21	907.332	85.4	0.0879237	0.0341838	0.0537399	0	0.0661356	0.933864	0		0.958105	0.0412515	0.00064371	0.239178	0.117038	0.643783	
Seg 22	916.238	85.4	0.0872356	0.0334404	0.0537953	0	0.0651964	0.934804	0		0.958254	0.0410954	0.000650418	0.241195	0.116862	0.641943	
Seg 23	925.149	85.4	0.0865622	0.0327114	0.0538508	0	0.0642653	0.935735	0		0.9584	0.040943	0.000657253	0.243206	0.116684	0.64011	
Seg 24	934.064	85.4	0.0859029	0.0319965	0.0539064	0	0.0633421	0.936658	0		0.958542	0.0407942	0.000664216	0.245211	0.116505	0.638283	
Seg 25	942.982	85.4	0.0852574	0.0312953	0.0539621	0	0.0624266	0.937573	0		0.95868	0.040649	0.000671307	0.247211	0.116325	0.636464	
Seg 26	951.905	85.4	0.0846253	0.0306074	0.0540179	0	0.0615186	0.938481	0		0.958814	0.0405073	0.000678528	0.249205	0.116144	0.634651	
Seg 27	960.831	85.4	0.0840062	0.0299324	0.0540738	0	0.0606178	0.939382	0		0.958945	0.0403689	0.00068588	0.251193	0.115962	0.632845	
Seg 28	969.762	85.4	0.0833998	0.0292744	0.0541254	0	0.0596322	0.940368	0		0.959073	0.0402339	0.000693365	0.253176	0.115779	0.631045	
Seg 29	978.699	85.4	0.0828055	0.0286237	0.0541819	0	0.0584255	0.941575	0		0.959197	0.040102	0.000700987	0.255153	0.115595	0.629252	
Seg 30	987.642	85.4	0.0822231	0.0279847	0.0542384	0	0.0572364	0.942764	0		0.959318	0.0399733	0.000708745	0.257125	0.11541	0.627465	
Seg 31	996.591	85.4	0.0816523	0.0273572	0.0542951	0	0.0560648	0.943935	0		0.959436	0.0398476	0.000716642	0.259093	0.115224	0.625683	
Seg 32	1005.55	85.4	0.0810927	0.0267408	0.0543519	0	0.0549102	0.94509	0		0.95955	0.0397249	0.000724678	0.261055	0.115037	0.623908	
Seg 33	1014.51	85.4	0.0805441	0.0261353	0.0544088	0	0.0537723	0.946228	0		0.959662	0.0396052	0.000732856	0.263011	0.11485	0.622139	
Seg 34	1023.47	85.4	0.0800062	0.0255404	0.0544658	0	0.0526507	0.947349	0		0.959771	0.0394883	0.000741177	0.264963	0.114662	0.620376	
Seg 35	1032.45	85.4	0.0794788	0.0249558	0.054523	0	0.051545	0.948455	0		0.959876	0.0393742	0.000749642	0.266909	0.114473	0.618618	
Seg 36	1041.42	85.4	0.0789616	0.0243813	0.0545803	0	0.0504549	0.949545	0		0.959979	0.0392629	0.000758252	0.26885	0.114284	0.616867	
Seg 37	1050.4	85.4	0.0784543	0.0238166	0.0546377	0	0.0493801	0.95062	0		0.960079	0.0391542	0.000767009	0.270785	0.114093	0.615121	
Seg 38	1059.39	85.4	0.0779567	0.0232615	0.0546952	0	0.0483202	0.95168	0		0.960176	0.0390482	0.000775914	0.272715	0.113903	0.613382	
Seg 39	1068.38	85.4	0.0774685	0.0227157	0.0547528	0	0.047275	0.952725	0		0.96027	0.0389448	0.00078497	0.27464	0.113712	0.611648	
Seg 40	1077.38	85.4	0.0769896	0.0221791	0.0548106	0	0.046244	0.953756	0		0.960362	0.0388438	0.000794176	0.27656	0.11352	0.60992	
Seg 41	1086.38	85.4	0.0765198	0.0216513	0.0548685	0	0.045227	0.954773	0		0.960451	0.0387454	0.000803536	0.278474	0.113328	0.608198	
Seg 42	1095.38	85.4	0.0760587	0.0211323	0.0549265	0	0.0442237	0.955776	0		0.960538	0.0386494	0.000813051	0.280382	0.113136	0.606482	
Seg 43	1104.39	85.4	0.0756063	0.0206217	0.0549846	0	0.0432338	0.956766	0		0.960622	0.0385557	0.000822721	0.282285	0.112943	0.604772	
Seg 44	1113.41	85.4	0.0751622	0.0201194	0.0550429	0	0.0422569	0.957743	0		0.960703	0.0384644	0.00083255	0.284183	0.112749	0.603067	
Seg 45	1122.42	85.4	0.0747264	0.0196251	0.0551013	0	0.041293	0.958707	0		0.960782	0.0383754	0.000842537	0.286075	0.112556	0.601369	
Seg 46	1131.44	85.4	0.0742986	0.0191388	0.0551598	0	0.0403416	0.959658	0		0.960859	0.0382886	0.000852686	0.287962	0.112362	0.599675	
Seg 47	1140.47	85.4	0.0738786	0.0186602	0.0552184	0	0.0394025	0.960598	0		0.960933	0.038204	0.000862997	0.289844	0.112168	0.597988	
Seg 48	1149.49	85.4	0.0734663	0.0181891	0.0552772	0	0.0384754	0.961525	0		0.961005	0.0381215	0.000873473	0.29172	0.111974	0.596306	
Seg 49	1158.52	85.4	0.0730615	0.0177254	0.0553361	0	0.0375601	0.96244	0		0.961075	0.0380411	0.000884115	0.29359	0.11178	0.59463	
Seg 50	1167.56	85.4	0.072664	0.0172688	0.0553952	0	0.0366564	0.963344	0		0.961142	0.0379628	0.000894924	0.295455	0.111585	0.59296	


0.387943 0.101356 0.510701 0.387943 0.101356 0.510701 0.954141 0.0453239 0.000534724 0.197662 0.120187 0.682152 0.954392 0.0450692 0.000539074 0.199788 0.120053 0.680159 0.954636 0.0448207 0.000543541 0.201911 0.119915 0.678174 0.954874 0.0445783 0.00054812 0.204028 0.119775 0.676196 0.955105 0.0443418 0.000552813 0.206141 0.119632 0.674227 0.955331 0.0441112 0.000557618 0.208247 0.119486 0.672267 0.955551 0.0438861 0.000562538 0.210348 0.119338 0.670314 0.955766 0.0436666 0.000567571 0.212444 0.119186 0.668369 0.955975 0.0434525 0.00057272 0.214534 0.119033 0.666433 0.956179 0.0432435 0.000577984 0.216619 0.118877 0.664504 0.956377 0.0430395 0.000583364 0.218698 0.118719 0.662583 0.956571 0.0428406 0.000588861 0.220771 0.118559 0.660669 0.956759 0.0426464 0.000594475 0.222839 0.118397 0.658764 0.956943 0.0424568 0.000600207 0.224901 0.118233 0.656865 0.957122 0.0422719 0.000606058 0.226958 0.118067 0.654975 0.957297 0.0420913 0.000612028 0.229009 0.1179 0.653091 0.957467 0.0419151 0.00061812 0.231054 0.117731 0.651215 0.957633 0.0417432 0.000624333 0.233094 0.11756 0.649346 0.957794 0.0415753 0.000630668 0.235128 0.117387 0.647485 0.957951 0.0414114 0.000637127 0.237156 0.117214 0.645631 0.958105 0.0412515 0.00064371 0.239178 0.117038 0.643783 0.958254 0.0410954 0.000650418 0.241195 0.116862 0.641943 0.9584 0.040943 0.000657253 0.243206 0.116684 0.64011 0.958542 0.0407942 0.000664216 0.245211 0.116505 0.638283 0.95868 0.040649 0.000671307 0.247211 0.116325 0.636464 0.958814 0.0405073 0.000678528 0.249205 0.116144 0.634651 0.958945 0.0403689 0.00068588 0.251193 0.115962 0.632845 0.959073 0.0402339 0.000693365 0.253176 0.115779 0.631045 0.959197 0.040102 0.000700987 0.255153 0.115595 0.629252 0.959318 0.0399733 0.000708745 0.257125 0.11541 0.627465 0.959436 0.0398476 0.000716642 0.259093 0.115224 0.625683 0.95955 0.0397249 0.000724678 0.261055 0.115037 0.623908 0.959662 0.0396052 0.000732856 0.263011 0.11485 0.622139 0.959771 0.0394883 0.000741177 0.264963 0.114662 0.620376 0.959876 0.0393742 0.000749642 0.266909 0.114473 0.618618 0.959979 0.0392629 0.000758252 0.26885 0.114284 0.616867 0.960079 0.0391542 0.000767009 0.270785 0.114093 0.615121 0.960176 0.0390482 0.000775914 0.272715 0.113903 0.613382 0.96027 0.0389448 0.00078497 0.27464 0.113712 0.611648 0.960362 0.0388438 0.000794176 0.27656 0.11352 0.60992 0.960451 0.0387454 0.000803536 0.278474 0.113328 0.608198 0.960538 0.0386494 0.000813051 0.280382 0.113136 0.606482 0.960622 0.0385557 0.000822721 0.282285 0.112943 0.604772 0.960703 0.0384644 0.00083255 0.284183 0.112749 0.603067 0.960782 0.0383754 0.000842537 0.286075 0.112556 0.601369 0.960859 0.0382886 0.000852686 0.287962 0.112362 0.599675 0.960933 0.038204 0.000862997 0.289844 0.112168 0.597988 0.961005 0.0381215 0.000873473 0.29172 0.111974 0.596306 0.961075 0.0380411 0.000884115 0.29359 0.11178 0.59463 0.961142 0.0379628 0.000894924 0.295455 0.111585 0.59296 353.825   	725.189   	85.4      	2.87644   	502.475   	
